ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
2737,3088,1,2026-02-17,1,29,232,2591,57,7702,1,0
2738,3089,1,2025-05-23,1,24,185,2034,48,7703,1,0
2739,3089,1,2025-04-10,1,24,185,2034,48,7704,1,0
2740,3092,1,2023-11-17,1,31,241,2685,61,7710,1,0
2741,3093,1,2022-10-24,1,3,23,255,5,7712,1,0
2742,3093,1,2022-11-09,1,3,23,255,5,7713,1,0
2743,3094,1,2025-09-25,1,25,196,2171,50,7717,1,0
2744,3095,1,2022-12-02,1,27,210,2329,53,7718,1,0
2745,3095,1,2022-11-21,1,27,210,2329,53,7719,1,0
2746,3097,2,2022-06-07,1,3,20,219,6,7721,1,0
2747,3099,1,2025-09-30,1,2,13,150,3,7728,1,0
2748,3100,1,2023-07-29,1,16,122,1341,31,7731,1,0
2749,3101,1,2022-07-08,1,24,184,2030,47,7732,1,0
2750,3103,1,2026-02-20,1,23,180,1987,46,7739,1,0
2751,3105,2,2025-11-17,1,24,189,2097,48,7744,1,0
2752,3106,1,2026-02-14,1,22,169,1848,43,7745,1,0
2753,3108,1,2023-08-11,1,18,135,1494,35,7750,1,0
2754,3108,1,2023-08-12,1,18,135,1494,35,7751,1,0
2755,3109,1,2026-05-18,1,7,43,467,14,7752,1,0
2756,3111,1,2023-12-10,1,5,34,374,9,7758,1,0
2757,3111,1,2023-11-06,1,5,34,374,9,7755,1,0
2758,3112,1,2024-07-11,1,28,219,2430,55,7760,1,0
2759,3112,1,2024-06-11,1,28,219,2430,55,7759,1,0
2760,3113,2,2022-05-22,1,12,89,980,23,7761,1,0
2761,3113,2,2022-05-20,1,12,89,980,23,7762,1,0
2762,3115,1,2025-05-05,1,26,207,2308,51,7766,1,0
2763,3115,1,2025-04-29,1,26,207,2308,51,7765,1,0
2764,3116,1,2026-02-24,1,31,240,2670,62,7767,1,0
2765,3118,1,2024-07-20,1,13,98,1080,26,7772,1,0
2766,3119,2,2026-04-24,1,19,141,1555,37,7774,1,0
2767,3119,1,2026-04-28,1,19,141,1555,37,7773,1,0
2768,3121,1,2025-04-15,1,24,183,2010,47,7780,1,0
2769,3125,1,2024-08-17,1,27,215,2394,54,7787,1,0
2770,3125,1,2024-08-11,1,27,215,2394,54,7790,1,0
2771,3126,1,2024-03-22,1,8,55,607,15,7792,1,0
2772,3126,1,2024-04-12,1,8,55,607,15,7793,1,0
2773,3128,2,2023-10-05,1,16,118,1292,31,7801,1,0
2774,3129,2,2026-06-04,1,21,154,1671,42,7802,1,0
2775,3132,1,2026-05-25,1,22,165,1800,43,7809,1,0
2776,3132,1,2026-05-13,1,22,165,1800,43,7810,1,0
2777,3133,1,2022-07-27,1,9,63,685,17,7811,1,0
2778,3133,1,2022-06-25,1,9,63,685,17,7812,1,0
2779,3134,1,2024-02-09,1,21,155,1688,42,7814,1,0
2780,3134,1,2023-12-22,1,21,155,1688,42,7813,1,0
2781,3135,1,2022-11-21,1,7,47,514,14,7815,1,0
2782,3139,2,2026-06-28,1,17,130,1443,33,7824,1,0
2783,3139,1,2026-06-28,1,17,130,1443,33,7825,1,0
2784,3140,1,2023-07-16,1,18,133,1463,35,7828,1,0
2785,3141,1,2025-09-04,1,31,242,2701,62,7829,1,0
2786,3142,1,2025-06-05,1,5,34,375,9,7832,1,0
2787,3142,1,2025-06-29,1,5,34,375,9,7833,1,0
2788,3143,1,2023-04-19,1,17,129,1421,33,7835,1,0
2789,3144,1,2023-03-30,1,28,222,2467,55,7836,1,0
2790,3145,1,2023-05-18,1,16,120,1321,31,7839,1,0
2791,3146,2,2024-03-17,1,13,95,1046,25,7842,1,0
2792,3146,1,2024-03-27,1,13,95,1046,25,7844,1,0
2793,3148,1,2026-05-06,1,12,85,936,24,7849,1,0
2794,3152,1,2024-08-28,1,17,128,1412,34,7857,1,0
2795,3152,2,2024-08-14,1,17,128,1412,34,7856,1,0
2796,3153,1,2023-07-19,1,19,143,1568,38,7858,1,0
2797,3156,1,2026-05-11,1,18,132,1455,35,7863,1,0
2798,3156,2,2026-05-17,1,18,132,1455,35,7864,1,0
2799,3157,2,2025-07-12,1,13,98,1078,26,7867,1,0
2800,3158,2,2026-03-22,1,31,240,2670,61,7868,1,0
2801,3159,1,2026-06-25,1,16,122,1346,32,7869,1,0
2802,3159,1,2026-06-09,1,16,122,1346,32,7870,1,0
2803,3160,1,2023-01-15,1,17,129,1423,33,7872,1,0
2804,3162,1,2025-09-23,1,8,56,613,15,7878,1,0
2805,3163,1,2024-08-24,1,10,71,780,20,7879,1,0
2806,3165,1,2023-12-13,1,27,211,2334,54,7885,1,0
2807,3166,1,2025-10-17,1,13,98,1083,26,7886,1,0
2808,3167,1,2025-12-04,1,4,25,274,7,7888,1,0
2809,3168,2,2025-12-21,1,17,127,1398,33,7890,1,0
2810,3169,1,2022-03-09,1,29,229,2540,57,7892,1,0
2811,3169,1,2022-03-21,1,29,229,2540,57,7891,1,0
2812,3170,1,2026-03-12,1,30,236,2638,60,7894,1,0
2813,3171,1,2022-11-08,1,8,52,567,16,7898,1,0
2814,3172,2,2024-06-09,1,21,158,1718,42,7900,1,0
2815,3173,2,2025-06-21,1,2,18,198,4,7902,1,0
2816,3176,1,2026-02-25,1,17,130,1443,34,7912,1,0
2817,3180,1,2024-02-21,1,20,149,1622,39,7923,1,0
2818,3180,1,2024-03-27,1,20,149,1622,39,7922,1,0
2819,3183,1,2026-01-31,1,11,81,887,22,7934,1,0
2820,3184,2,2026-06-28,1,10,72,786,20,7935,1,0
2821,3184,1,2026-06-28,1,10,72,786,20,7937,1,0
2822,3185,1,2024-12-05,1,5,34,375,9,7938,1,0
2823,3186,1,2023-08-09,1,15,112,1232,30,7942,1,0
2824,3186,2,2023-07-19,1,15,112,1232,30,7943,1,0
2825,3190,2,2026-06-03,1,2,18,196,3,7957,1,0
2826,3190,1,2026-06-28,1,2,18,196,3,7958,1,0
2827,3191,1,2026-01-22,1,11,81,884,22,7959,1,0
2828,3193,1,2024-04-05,1,23,177,1940,45,7965,1,0
2829,3196,1,2026-05-28,1,19,140,1526,38,7973,1,0
2830,3197,1,2026-04-19,1,9,64,698,17,7976,1,0
2831,3199,1,2023-03-20,1,8,59,649,15,7979,1,0
2832,3200,1,2025-04-11,1,30,237,2656,59,7981,1,0
2833,3200,1,2025-04-24,1,30,237,2656,59,7980,1,0
2834,3201,1,2023-09-10,1,16,123,1354,32,7982,1,0
2835,3203,1,2026-02-05,1,3,22,235,5,7985,1,0
2836,3204,2,2022-09-14,1,27,214,2375,53,7988,1,0
2837,3205,2,2022-06-13,1,7,43,467,14,7989,1,0
2838,3206,1,2022-10-23,1,3,23,257,6,7991,1,0
2839,3207,1,2024-02-13,1,12,88,963,23,7993,1,0
2840,3208,1,2022-07-06,1,14,103,1130,28,7995,1,0
2841,3210,2,2026-01-26,1,25,193,2137,50,8000,1,0
2842,3210,1,2026-02-04,1,25,193,2137,50,7999,1,0
2843,3211,1,2024-12-10,1,31,240,2676,61,8003,1,0
2844,3212,1,2025-07-03,1,23,172,1869,46,8004,1,0
2845,3212,1,2025-06-15,1,23,172,1869,46,8006,1,0
2846,3213,1,2024-05-27,1,11,78,858,21,8008,1,0
2847,3215,1,2023-05-31,1,31,239,2660,62,8013,1,0
2848,3215,1,2023-05-03,1,31,239,2660,62,8014,1,0
2849,3216,1,2026-06-19,1,7,47,509,14,8016,1,0
2850,3216,1,2026-04-26,1,7,47,509,14,8018,1,0
2851,3217,2,2026-04-25,1,18,135,1488,35,8021,1,0
2852,3220,2,2024-07-14,1,15,115,1269,29,8028,1,0
2853,3221,1,2024-08-27,1,23,176,1924,45,8031,1,0
2854,3221,1,2024-08-06,1,23,176,1924,45,8030,1,0
2855,3223,2,2024-07-16,1,8,53,580,15,8036,1,0
2856,3224,1,2023-12-21,1,31,239,2664,62,8039,1,0
2857,3224,2,2023-11-09,1,31,239,2664,62,8040,1,0
2858,3225,2,2023-12-25,1,29,230,2563,58,8041,1,0
2859,3227,1,2022-11-07,1,25,193,2138,50,8046,1,0
2860,3227,1,2022-10-11,1,25,193,2138,50,8043,1,0
2861,3228,1,2023-09-18,1,29,230,2557,58,8048,1,0
2862,3228,2,2023-10-20,1,29,230,2557,58,8050,1,0
2863,3230,2,2026-06-02,1,31,239,2659,62,8055,1,0
2864,3231,1,2026-05-11,1,15,116,1286,30,8058,1,0
2865,3233,2,2023-10-18,1,9,64,694,17,8064,1,0
2866,3233,1,2023-10-03,1,9,64,694,17,8065,1,0
2867,3234,1,2025-04-21,1,18,133,1463,35,8067,1,0
2868,3235,1,2023-02-08,1,12,84,910,23,8068,1,0
2869,3237,2,2026-06-22,1,29,224,2486,57,8076,1,0
2870,3237,1,2026-06-28,1,29,224,2486,57,8074,1,0
2871,3239,1,2023-05-30,1,8,51,558,15,8078,1,0
2872,3240,1,2023-07-31,1,13,98,1079,25,8080,1,0
2873,3242,2,2022-07-09,1,11,80,879,21,8088,1,0
2874,3242,1,2022-06-27,1,11,80,879,21,8086,1,0
2875,3244,1,2022-05-05,1,26,204,2270,52,8093,1,0
2876,3245,1,2026-02-23,1,19,140,1530,38,8094,1,0
2877,3246,1,2025-05-11,1,19,143,1570,37,8097,1,0
2878,3248,1,2022-04-05,1,25,197,2191,49,8101,1,0
2879,3248,2,2022-03-29,1,25,197,2191,49,8100,1,0
2880,3250,1,2023-01-23,1,13,95,1043,26,8107,1,0
2881,3250,1,2023-02-08,1,13,95,1043,26,8106,1,0
2882,3252,1,2025-03-06,1,31,240,2668,61,8112,1,0
2883,3253,1,2026-02-18,1,28,219,2431,55,8115,1,0
2884,3253,1,2026-01-26,1,28,219,2431,55,8116,1,0
2885,3254,1,2026-05-03,1,13,98,1084,26,8117,1,0
2886,3255,1,2025-09-27,1,1,11,132,1,8118,1,0
2887,3255,1,2025-10-08,1,1,11,132,1,8119,1,0
2888,3257,1,2026-05-12,1,2,15,166,3,8124,1,0
2889,3257,1,2026-06-28,1,2,15,166,3,8125,1,0
2890,3258,2,2022-04-11,1,23,177,1945,45,8127,1,0
2891,3262,2,2024-08-01,1,28,220,2443,55,8139,1,0
2892,3264,1,2025-06-10,1,11,80,881,22,8145,1,0
2893,3264,1,2025-07-17,1,11,80,881,22,8146,1,0
2894,3266,1,2022-11-21,1,23,176,1916,45,8150,1,0
2895,3267,1,2023-03-06,1,12,90,986,24,8151,1,0
2896,3268,1,2024-07-18,1,27,212,2347,54,8154,1,0
2897,3270,2,2025-08-28,1,14,100,1091,27,8161,1,0
2898,3271,1,2026-04-09,1,30,234,2610,59,8163,1,0
2899,3273,1,2024-04-10,1,26,207,2302,52,8167,1,0
2900,3273,1,2024-03-18,1,26,207,2302,52,8169,1,0
2901,3276,1,2022-08-06,1,27,210,2329,54,8176,1,0
2902,3277,1,2023-06-24,1,28,221,2458,55,8178,1,0
2903,3278,1,2022-08-04,1,11,77,842,21,8180,1,0
2904,3278,1,2022-08-11,1,11,77,842,21,8179,1,0
2905,3279,2,2022-03-03,1,10,75,831,19,8181,1,0
2906,3280,1,2022-10-01,1,23,172,1868,46,8182,1,0
2907,3280,1,2022-10-31,1,23,172,1868,46,8183,1,0
2908,3281,1,2024-01-03,1,26,206,2299,51,8188,1,0
2909,3287,1,2025-02-06,1,13,95,1040,25,8201,1,0
2910,3288,1,2023-09-23,1,3,20,214,6,8202,1,0
2911,3289,2,2024-05-04,1,22,161,1751,43,8203,1,0
2912,3290,1,2025-01-25,1,31,239,2664,62,8204,1,0
2913,3290,1,2025-01-24,1,31,239,2664,62,8206,1,0
2914,3292,1,2025-03-29,1,11,79,864,21,8209,1,0
2915,3295,1,2024-04-01,1,31,242,2699,61,8214,1,0
2916,3296,1,2024-07-26,1,8,55,599,15,8217,1,0
2917,3300,1,2023-02-07,1,1,8,90,2,8227,1,0
2918,3300,1,2023-02-08,1,1,8,90,2,8229,1,0
2919,3301,1,2026-06-06,1,10,68,741,20,8230,1,0
2920,3301,1,2026-05-17,1,10,68,741,20,8231,1,0
2921,3303,1,2026-02-05,1,8,52,570,16,8234,1,0
2922,3305,1,2024-09-08,1,27,209,2311,53,8237,1,0
2923,3307,1,2026-06-28,1,5,32,343,9,8242,1,0
2924,3307,1,2026-06-06,1,5,32,343,9,8243,1,0
2925,3308,1,2022-08-25,1,1,3,21,1,8246,1,0
2926,3309,1,2024-08-28,1,19,141,1541,38,8248,1,0
2927,3310,2,2024-07-19,1,17,127,1395,33,8251,1,0
2928,3310,1,2024-05-26,1,17,127,1395,33,8252,1,0
2929,3312,1,2025-06-26,1,22,169,1850,43,8259,1,0
2930,3312,1,2025-06-25,1,22,169,1850,43,8258,1,0
2931,3313,1,2025-12-12,1,20,146,1583,39,8260,1,0
2932,3313,1,2025-12-25,1,20,146,1583,39,8261,1,0
2933,3314,1,2022-11-05,1,20,148,1609,39,8265,1,0
2934,3315,1,2025-09-23,1,1,10,115,2,8269,1,0
2935,3315,1,2025-09-15,1,1,10,115,2,8268,1,0
2936,3316,1,2026-04-08,1,9,61,655,17,8270,1,0
2937,3316,1,2026-03-24,1,9,61,655,17,8271,1,0
2938,3318,1,2025-02-07,1,31,239,2658,61,8277,1,0
2939,3319,1,2023-01-15,1,23,180,1984,45,8279,1,0
2940,3319,1,2023-01-16,1,23,180,1984,45,8280,1,0
2941,3321,1,2024-11-16,1,4,26,288,7,8284,1,0
2942,3324,1,2024-04-27,1,15,110,1213,29,8291,1,0
2943,3326,1,2023-05-15,1,12,93,1032,23,8298,1,0
2944,3327,1,2026-02-28,1,7,47,516,14,8299,1,0
2945,3328,1,2023-08-15,1,23,178,1949,46,8303,1,0
2946,3331,1,2025-10-19,1,12,89,974,24,8306,1,0
2947,3333,1,2022-07-03,1,20,152,1665,40,8309,1,0
2948,3334,1,2022-07-05,1,25,194,2144,49,8312,1,0
2949,3334,2,2022-06-20,1,25,194,2144,49,8311,1,0
2950,3337,1,2024-04-22,1,2,15,170,4,8315,1,0
2951,3338,2,2026-01-31,1,24,183,2009,48,8317,1,0
2952,3340,1,2026-06-28,1,10,71,769,19,8322,1,0
2953,3342,2,2025-04-29,1,2,15,162,3,8325,1,0
2954,3343,1,2025-12-17,1,10,69,743,20,8327,1,0
2955,3347,2,2024-09-13,1,8,50,534,15,8335,1,0
2956,3348,1,2023-08-12,1,12,84,924,24,8337,1,0
2957,3349,1,2026-02-14,1,26,207,2303,51,8338,1,0
2958,3350,2,2026-01-05,1,9,61,660,17,8340,1,0
2959,3351,1,2025-11-03,1,27,216,2401,54,8342,1,0
2960,3351,1,2025-12-09,1,27,216,2401,54,8343,1,1
2961,3352,2,2025-07-26,1,15,116,1288,30,8346,1,0
2962,3354,1,2022-03-20,1,30,237,2652,60,8350,1,0
2963,3354,2,2022-03-24,1,30,237,2652,60,8351,1,0
2964,3355,1,2026-03-08,1,20,147,1601,39,8352,1,0
2965,3357,1,2024-08-25,1,12,92,1022,24,8358,1,0
2966,3358,2,2026-05-10,1,10,73,808,19,8362,1,0
2967,3358,1,2026-05-02,1,10,73,808,19,8361,1,0
2968,3359,2,2024-10-02,1,6,40,438,11,8365,1,0
2969,3361,1,2025-03-24,1,15,113,1243,30,8372,1,0
2970,3362,2,2022-09-23,1,21,158,1726,42,8373,1,0
2971,3365,1,2025-10-31,1,20,146,1589,40,8383,1,0
2972,3365,2,2025-11-27,1,20,146,1589,40,8384,1,0
2973,3366,1,2024-04-05,1,29,224,2492,58,8385,1,0
2974,3366,1,2024-03-11,1,29,224,2492,58,8386,1,0
2975,3367,1,2024-10-08,1,7,46,500,14,8387,1,0
2976,3367,1,2024-11-04,1,7,46,500,14,8388,1,0
2977,3368,1,2024-04-22,1,12,91,1001,24,8389,1,0
2978,3368,2,2024-05-29,1,12,91,1001,24,8391,1,0
2979,3369,1,2024-09-14,1,23,172,1874,45,8393,1,0
2980,3369,2,2024-09-11,1,23,172,1874,45,8395,1,0
2981,3370,2,2026-05-09,1,19,141,1550,38,8397,1,0
2982,3370,1,2026-06-06,1,19,141,1550,38,8396,1,0
2983,3371,1,2025-11-01,1,30,234,2609,60,8403,1,0
2984,3371,2,2025-11-21,1,30,234,2609,60,8402,1,0
2985,3372,1,2025-04-16,1,21,156,1695,42,8404,1,0
2986,3373,1,2026-05-21,1,8,59,643,16,8406,1,0
2987,3373,1,2026-04-23,1,8,59,643,16,8405,1,0
2988,3374,2,2024-06-12,1,28,218,2411,55,8408,1,0
2989,3374,1,2024-07-24,1,28,218,2411,55,8409,1,0
2990,3375,1,2025-09-14,1,10,70,767,19,8413,1,0
2991,3376,1,2025-05-08,1,2,16,185,3,8415,1,0
2992,3378,2,2024-08-23,1,4,28,316,7,8421,1,0
2993,3379,2,2022-11-20,1,17,128,1414,33,8423,1,0
2994,3379,1,2022-12-21,1,17,128,1414,33,8425,1,0
2995,3381,1,2026-06-28,1,21,157,1714,41,8427,1,0
2996,3381,1,2026-06-28,1,21,157,1714,41,8428,1,0
2997,3382,1,2024-10-18,1,11,79,873,22,8429,1,0
2998,3383,1,2024-05-09,1,18,137,1509,35,8430,1,0
2999,3384,1,2026-04-24,1,8,50,535,15,8431,1,0
3000,3385,1,2022-04-03,1,8,55,607,15,8432,1,0
3001,3385,2,2022-03-08,1,8,55,607,15,8433,1,0
3002,3386,2,2023-10-31,1,22,168,1839,44,8434,1,0
3003,3387,2,2026-06-28,1,17,130,1437,34,8435,1,0
3004,3387,1,2026-06-18,1,17,130,1437,34,8436,1,0
3005,3389,2,2023-08-26,1,29,227,2519,57,8440,1,0
3006,3393,1,2024-08-29,1,11,77,837,22,8451,1,0
3007,3393,1,2024-08-01,1,11,77,837,22,8453,1,0
3008,3398,2,2022-09-09,1,27,210,2325,54,8465,1,0
3009,3400,1,2026-02-17,1,6,40,441,11,8470,1,0
3010,3401,1,2022-05-26,1,23,180,1988,45,8472,1,0
3011,3401,1,2022-05-28,1,23,180,1988,45,8471,1,0
3012,3402,1,2022-03-02,1,28,222,2468,56,8474,1,0
3013,3403,1,2025-02-03,1,27,209,2321,54,8477,1,0
3014,3403,1,2025-03-03,1,27,209,2321,54,8479,1,0
3015,3404,1,2025-02-24,1,24,185,2032,48,8480,1,0
3016,3407,2,2026-02-23,1,13,98,1086,26,8491,1,0
3017,3408,1,2026-02-09,1,12,87,951,24,8492,1,0
3018,3409,1,2025-05-02,1,25,193,2135,49,8493,1,0
3019,3410,1,2025-01-15,1,15,110,1218,30,8496,1,0
3020,3410,2,2025-02-11,1,15,110,1218,30,8495,1,0
3021,3411,1,2025-05-27,1,10,69,751,19,8498,1,0
3022,3412,1,2022-11-20,1,14,103,1131,28,8500,1,0
3023,3413,1,2022-03-13,1,27,212,2348,53,8504,1,0
3024,3414,2,2025-04-13,1,10,74,814,19,8508,1,0
3025,3415,1,2022-12-16,1,30,237,2645,59,8510,1,0
3026,3416,1,2023-02-08,1,9,64,692,17,8512,1,0
3027,3417,1,2022-06-10,1,22,164,1784,44,8516,1,0
3028,3418,1,2026-05-28,1,17,130,1428,33,8519,1,0
3029,3420,2,2023-03-10,1,6,39,430,11,8527,1,0
3030,3421,2,2026-02-13,1,31,241,2685,62,8529,1,0
3031,3421,2,2026-02-12,1,31,241,2685,62,8528,1,0
3032,3422,1,2026-06-20,1,6,40,436,11,8532,1,0
3033,3422,2,2026-06-28,1,6,40,436,11,8533,1,0
3034,3424,1,2022-06-18,1,29,231,2577,58,8540,1,0
3035,3424,1,2022-05-12,1,29,231,2577,58,8538,1,0
3036,3429,1,2022-03-26,1,26,206,2298,52,8547,1,0
3037,3433,1,2024-06-02,1,19,143,1567,38,8558,1,0
3038,3433,1,2024-06-23,1,19,143,1567,38,8556,1,0
3039,3434,1,2026-04-26,1,27,211,2332,53,8561,1,0
3040,3434,2,2026-05-14,1,27,211,2332,53,8559,1,0
3041,3435,1,2024-08-05,1,23,176,1924,46,8562,1,0
3042,3435,1,2024-08-03,1,23,176,1924,46,8563,1,0
3043,3436,1,2022-10-02,1,24,187,2066,48,8565,1,0
3044,3436,2,2022-10-27,1,24,187,2066,48,8566,1,0
3045,3437,1,2024-02-06,1,29,225,2495,58,8571,1,0
3046,3437,1,2024-01-19,1,29,225,2495,58,8568,1,0
3047,3438,1,2023-01-08,1,3,22,235,5,8572,1,0
3048,3440,1,2023-06-04,1,14,102,1125,27,8580,1,0
3049,3440,1,2023-06-02,1,14,102,1125,27,8577,1,0
3050,3441,1,2023-01-15,1,16,121,1328,32,8584,1,0
3051,3442,1,2022-10-09,1,19,141,1550,38,8585,1,0
3052,3443,2,2025-05-28,1,18,137,1509,35,8586,1,0
3053,3444,1,2024-02-27,1,21,154,1680,42,8587,1,0
3054,3446,1,2023-03-28,1,23,180,1986,45,8591,1,0
3055,3450,1,2023-05-28,1,10,72,798,20,8596,1,0
3056,3450,1,2023-06-13,1,10,72,798,20,8597,1,0
3057,3452,1,2023-06-29,1,31,242,2695,62,8602,1,0
3058,3452,1,2023-07-07,1,31,242,2695,62,8603,1,0
3059,3454,1,2024-02-08,1,18,134,1476,36,8605,1,0
3060,3455,2,2025-06-22,1,7,46,502,13,8609,1,0
3061,3458,1,2026-06-09,1,30,236,2631,59,8619,1,0
3062,3458,1,2026-05-19,1,30,236,2631,59,8618,1,0
3063,3459,1,2022-05-10,1,29,226,2512,58,8623,1,0
3064,3459,1,2022-03-30,1,29,226,2512,58,8622,1,0
3065,3463,1,2026-05-30,1,2,13,138,4,8632,1,0
3066,3464,2,2026-06-25,1,31,240,2669,61,8634,1,0
3067,3465,2,2022-09-14,1,24,186,2057,47,8637,1,0
3068,3466,1,2025-10-17,1,20,148,1609,40,8638,1,0
3069,3467,1,2025-03-18,1,6,41,447,11,8643,1,0
3070,3467,1,2025-04-13,1,6,41,447,11,8640,1,0
3071,3469,1,2023-07-07,1,4,26,285,7,8647,1,0
3072,3469,1,2023-07-09,1,4,26,285,7,8646,1,0
3073,3470,2,2026-03-31,1,25,197,2184,50,8651,1,0
3074,3471,1,2022-04-08,1,11,81,885,22,8652,1,0
3075,3471,1,2022-04-16,1,11,81,885,22,8653,1,0
3076,3472,1,2025-06-11,1,27,216,2401,54,8654,1,0
3077,3475,1,2025-08-11,1,11,79,864,22,8661,1,0
3078,3475,1,2025-07-29,1,11,79,864,22,8660,1,0
3079,3476,1,2022-12-27,1,11,79,870,22,8663,1,0
3080,3477,1,2026-06-28,1,17,129,1424,33,8666,1,0
3081,3478,1,2026-04-14,1,26,203,2257,52,8668,1,0
3082,3478,2,2026-03-31,1,26,203,2257,52,8667,1,0
3083,3479,1,2022-03-15,1,24,182,2001,47,8671,1,0
3084,3479,1,2022-03-04,1,24,182,2001,47,8670,1,0
3085,3480,1,2023-03-31,1,18,136,1500,35,8672,1,0
3086,3480,1,2023-04-04,1,18,136,1500,35,8674,1,0
3087,3481,2,2026-04-29,1,20,150,1634,39,8676,1,0
3088,3482,1,2026-03-24,1,10,75,823,19,8678,1,0
3089,3483,1,2022-07-27,1,16,125,1378,31,8681,1,0
3090,3484,1,2023-01-05,1,25,200,2226,49,8684,1,0
3091,3487,1,2023-05-16,1,31,240,2671,61,8692,1,0
3092,3488,1,2024-07-30,1,22,162,1759,43,8693,1,0
3093,3489,1,2023-06-18,1,7,43,465,14,8694,1,0
3094,3489,2,2023-07-30,1,7,43,465,14,8695,1,0
3095,3494,1,2023-04-09,1,10,73,808,20,8707,1,0
3096,3494,1,2023-05-03,1,10,73,808,20,8708,1,0
3097,3495,1,2025-10-30,1,25,196,2177,49,8709,1,0
3098,3496,1,2026-06-28,1,6,41,457,11,8710,1,0
3099,3497,1,2022-05-26,1,12,91,1001,23,8712,1,0
3100,3497,1,2022-04-30,1,12,91,1001,23,8713,1,0
3101,3498,1,2024-12-14,1,21,155,1690,42,8715,1,0
3102,3499,2,2025-04-13,1,2,16,175,4,8718,1,0
3103,3500,1,2026-03-22,1,25,198,2205,49,8722,1,0
3104,3501,2,2026-03-26,1,26,206,2300,52,8723,1,0
3105,3502,2,2024-02-28,1,19,142,1557,38,8726,1,0
3106,3503,1,2024-05-08,1,1,4,38,2,8727,1,0
3107,3504,1,2022-03-23,1,26,203,2255,52,8730,1,0
3108,3504,1,2022-02-18,1,26,203,2255,52,8731,1,0
3109,3505,1,2023-01-20,1,31,241,2686,61,8732,1,0
3110,3507,1,2025-12-31,1,6,38,417,11,8737,1,0
3111,3508,1,2022-08-22,1,24,188,2082,48,8740,1,0
3112,3509,1,2023-10-18,1,13,97,1071,26,8743,1,0
3113,3509,1,2023-11-01,1,13,97,1071,26,8742,1,0
3114,3510,1,2022-05-09,1,28,221,2458,56,8744,1,0
3115,3512,2,2022-10-27,1,2,13,142,3,8748,1,0
3116,3513,2,2026-05-31,1,2,16,185,3,8751,1,0
3117,3513,1,2026-05-15,1,2,16,185,3,8750,1,0
3118,3514,2,2023-02-17,1,29,226,2507,57,8754,1,0
3119,3514,1,2023-01-15,1,29,226,2507,57,8753,1,0
3120,3517,1,2022-12-22,1,23,172,1869,46,8762,1,0
3121,3518,1,2022-11-20,1,19,140,1527,38,8767,1,0
3122,3519,1,2023-07-13,1,5,34,373,10,8769,1,0
3123,3521,1,2022-03-26,1,22,167,1822,44,8773,1,0
3124,3522,1,2024-09-20,1,24,184,2027,47,8775,1,0
3125,3524,1,2025-12-05,1,1,6,61,1,8783,1,0
3126,3527,1,2022-05-20,1,5,35,380,10,8791,1,0
3127,3528,1,2023-09-17,1,11,77,840,22,8793,1,0
3128,3528,1,2023-09-26,1,11,77,840,22,8792,1,0
3129,3530,1,2026-05-10,1,12,85,934,23,8797,1,0
3130,3531,2,2026-06-19,1,26,207,2304,51,8798,1,0
3131,3532,1,2025-12-28,1,14,107,1197,27,8800,1,0
3132,3534,2,2025-01-02,1,13,95,1041,25,8803,1,0
3133,3534,1,2025-01-07,1,13,95,1041,25,8802,1,0
3134,3535,1,2023-05-31,1,18,136,1496,36,8804,1,0
3135,3537,1,2024-05-06,1,15,115,1280,29,8806,1,0
3136,3538,1,2023-04-20,1,28,220,2437,55,8810,1,0
3137,3540,1,2025-10-13,1,5,33,363,10,8817,1,0
3138,3542,1,2023-10-31,1,16,121,1329,32,8822,1,0
3139,3543,1,2024-03-31,1,21,157,1716,41,8823,1,0
3140,3544,1,2023-06-25,1,7,47,507,14,8827,1,0
3141,3546,1,2022-03-13,1,20,152,1664,39,8832,1,0
3142,3546,1,2022-03-06,1,20,152,1664,39,8834,1,0
3143,3547,1,2026-02-22,1,4,28,321,8,8837,1,0
3144,3547,1,2026-02-14,1,4,28,321,8,8836,1,0
3145,3549,1,2024-09-14,1,31,240,2678,61,8843,1,0
3146,3550,2,2023-01-11,1,8,54,598,16,8844,1,0
3147,3550,1,2022-12-07,1,8,54,598,16,8846,1,0
3148,3551,1,2023-08-08,1,28,221,2460,55,8849,1,1
3149,3551,2,2023-08-18,1,28,221,2460,55,8847,1,0
3150,3553,1,2022-03-29,1,3,20,216,5,8855,1,0
3151,3555,1,2022-08-01,1,15,110,1216,29,8864,1,0
3152,3556,2,2024-06-04,1,6,41,447,12,8865,1,0
3153,3557,1,2026-02-04,1,30,234,2614,59,8869,1,0
3154,3558,1,2023-07-15,1,10,70,768,20,8871,1,0
3155,3560,1,2024-07-29,1,9,62,664,18,8873,1,0
3156,3562,1,2024-03-13,1,20,149,1615,39,8878,1,0
3157,3562,1,2024-03-16,1,20,149,1615,39,8877,1,0
3158,3563,1,2025-12-14,1,12,93,1030,23,8880,1,0
3159,3564,1,2023-04-25,1,29,224,2480,58,8882,1,0
3160,3564,1,2023-05-24,1,29,224,2480,58,8884,1,0
3161,3565,2,2024-03-15,1,5,34,368,10,8888,1,0
