CSID,CaseMasterID,csdate,cstype,PolicePersonID
4221,7690,2022-12-20 00:00:00,C,277
4222,7693,2023-06-21 00:00:00,A,1066
4223,7696,2024-06-17 00:00:00,A,1117
4224,7698,2026-06-28 00:00:00,A,953
4225,7700,2025-08-02 00:00:00,B,1847
4226,7702,2022-06-17 00:00:00,B,1392
4227,7704,2024-09-12 00:00:00,B,2622
4228,7705,2026-06-28 00:00:00,A,539
4229,7706,2024-12-01 00:00:00,A,1126
4230,7708,2023-07-31 00:00:00,B,778
4231,7709,2025-09-19 00:00:00,A,2418
4232,7710,2023-06-07 00:00:00,B,724
4233,7711,2026-04-11 00:00:00,A,2649
4234,7713,2023-04-18 00:00:00,A,707
4235,7716,2024-07-27 00:00:00,A,2308
4236,7717,2025-11-17 00:00:00,A,275
4237,7722,2022-09-15 00:00:00,A,470
4238,7723,2025-02-13 00:00:00,A,1492
4239,7725,2026-01-29 00:00:00,A,2167
4240,7726,2026-03-05 00:00:00,C,204
4241,7727,2022-12-04 00:00:00,A,2679
4242,7728,2023-09-18 00:00:00,A,2330
4243,7729,2024-09-17 00:00:00,A,1403
4244,7733,2024-04-28 00:00:00,B,58
4245,7734,2023-04-04 00:00:00,A,2457
4246,7735,2024-08-12 00:00:00,A,285
4247,7738,2024-10-20 00:00:00,B,833
4248,7739,2026-02-21 00:00:00,B,2662
4249,7740,2026-06-28 00:00:00,A,476
4250,7741,2025-10-01 00:00:00,A,668
4251,7743,2023-09-05 00:00:00,B,661
4252,7744,2025-07-16 00:00:00,A,682
4253,7745,2026-06-01 00:00:00,C,2440
4254,7750,2026-06-28 00:00:00,A,2004
4255,7751,2026-06-17 00:00:00,A,39
4256,7755,2023-04-02 00:00:00,B,477
4257,7756,2026-06-09 00:00:00,B,150
4258,7757,2023-05-20 00:00:00,A,2600
4259,7758,2025-03-12 00:00:00,A,29
4260,7760,2024-09-14 00:00:00,A,1816
4261,7762,2026-06-28 00:00:00,B,2696
4262,7763,2025-05-26 00:00:00,A,872
4263,7767,2022-09-09 00:00:00,B,848
4264,7769,2026-04-26 00:00:00,A,2184
4265,7772,2023-09-13 00:00:00,A,1305
4266,7774,2025-05-29 00:00:00,A,870
4267,7776,2025-06-25 00:00:00,B,1516
4268,7777,2025-05-24 00:00:00,B,2660
4269,7782,2026-06-13 00:00:00,B,1731
4270,7784,2026-06-28 00:00:00,A,1379
4271,7785,2026-06-28 00:00:00,B,499
4272,7786,2023-12-23 00:00:00,A,2419
4273,7789,2026-06-08 00:00:00,B,404
4274,7791,2025-02-05 00:00:00,A,1466
4275,7792,2024-10-11 00:00:00,A,2683
4276,7793,2024-07-28 00:00:00,C,2054
4277,7794,2026-06-28 00:00:00,A,430
4278,7795,2025-06-28 00:00:00,C,2393
4279,7797,2025-01-14 00:00:00,B,1949
4280,7798,2026-06-28 00:00:00,A,2551
4281,7801,2023-11-04 00:00:00,A,1715
4282,7803,2022-06-09 00:00:00,A,2487
4283,7805,2026-06-28 00:00:00,C,1447
4284,7806,2024-10-26 00:00:00,A,288
4285,7807,2025-03-31 00:00:00,A,2092
4286,7808,2022-10-22 00:00:00,A,284
4287,7809,2022-10-14 00:00:00,A,2227
4288,7811,2026-03-22 00:00:00,A,989
4289,7813,2022-03-10 00:00:00,A,330
4290,7814,2026-06-08 00:00:00,A,676
4291,7815,2022-07-20 00:00:00,A,877
4292,7817,2023-04-11 00:00:00,A,1767
4293,7818,2024-07-07 00:00:00,A,865
4294,7822,2022-07-04 00:00:00,A,2450
4295,7824,2026-01-18 00:00:00,A,1823
4296,7825,2023-02-21 00:00:00,C,1838
4297,7827,2024-06-18 00:00:00,B,196
4298,7830,2024-02-28 00:00:00,A,436
4299,7832,2025-05-13 00:00:00,A,65
4300,7833,2026-04-03 00:00:00,B,1462
4301,7834,2025-05-08 00:00:00,A,269
4302,7836,2026-06-07 00:00:00,A,33
4303,7837,2023-05-03 00:00:00,B,1089
4304,7838,2025-02-28 00:00:00,A,794
4305,7840,2025-11-07 00:00:00,B,982
4306,7842,2025-07-22 00:00:00,A,1410
4307,7843,2023-01-30 00:00:00,B,424
4308,7844,2026-06-28 00:00:00,A,451
4309,7851,2022-05-31 00:00:00,A,371
4310,7852,2023-04-07 00:00:00,C,2123
4311,7853,2026-06-28 00:00:00,C,1706
4312,7854,2025-12-29 00:00:00,A,1193
4313,7855,2023-04-25 00:00:00,A,1656
4314,7857,2023-01-14 00:00:00,A,1820
4315,7859,2023-12-29 00:00:00,A,1784
4316,7862,2026-06-05 00:00:00,A,1222
4317,7864,2026-03-05 00:00:00,A,577
4318,7867,2025-05-04 00:00:00,A,1450
4319,7871,2025-03-18 00:00:00,A,1524
4320,7872,2026-06-28 00:00:00,A,2415
4321,7874,2024-06-22 00:00:00,A,1338
4322,7875,2025-05-05 00:00:00,A,1082
4323,7879,2022-12-31 00:00:00,A,1592
4324,7880,2026-06-28 00:00:00,A,621
4325,7881,2025-10-08 00:00:00,A,356
4326,7882,2025-10-10 00:00:00,B,1558
4327,7883,2026-06-28 00:00:00,A,325
4328,7884,2025-06-20 00:00:00,A,964
4329,7888,2024-05-06 00:00:00,A,724
4330,7889,2026-05-18 00:00:00,A,2596
4331,7890,2025-04-13 00:00:00,A,81
4332,7891,2022-11-13 00:00:00,A,131
4333,7896,2022-08-01 00:00:00,B,1285
4334,7897,2025-04-18 00:00:00,A,2660
4335,7898,2026-01-06 00:00:00,B,1585
4336,7900,2026-06-28 00:00:00,A,1911
4337,7902,2022-10-24 00:00:00,A,2323
4338,7903,2026-06-28 00:00:00,A,1479
4339,7905,2026-05-23 00:00:00,C,1077
4340,7906,2025-02-17 00:00:00,A,1223
4341,7907,2025-06-12 00:00:00,A,1755
4342,7908,2022-11-28 00:00:00,C,1327
4343,7909,2025-07-13 00:00:00,A,702
4344,7915,2026-05-17 00:00:00,A,955
4345,7916,2025-11-27 00:00:00,A,887
4346,7918,2024-07-11 00:00:00,A,415
4347,7920,2024-01-24 00:00:00,A,758
4348,7924,2025-06-18 00:00:00,C,263
4349,7926,2023-08-14 00:00:00,A,2624
4350,7928,2022-10-25 00:00:00,A,216
4351,7929,2023-12-29 00:00:00,C,2425
4352,7931,2022-10-19 00:00:00,A,2582
4353,7933,2022-09-18 00:00:00,A,873
4354,7934,2023-06-05 00:00:00,A,5
4355,7936,2025-03-05 00:00:00,A,1076
4356,7938,2026-03-16 00:00:00,C,1848
4357,7940,2025-11-22 00:00:00,A,158
4358,7942,2026-06-28 00:00:00,A,810
4359,7943,2023-01-29 00:00:00,A,484
4360,7947,2026-06-03 00:00:00,B,1610
4361,7949,2023-07-28 00:00:00,C,1203
4362,7951,2025-06-04 00:00:00,B,2529
4363,7952,2025-09-05 00:00:00,C,2460
4364,7953,2024-01-09 00:00:00,B,1437
4365,7954,2025-05-07 00:00:00,A,287
4366,7955,2023-11-11 00:00:00,C,442
4367,7956,2024-08-14 00:00:00,C,1641
4368,7957,2025-05-25 00:00:00,A,87
4369,7958,2025-04-24 00:00:00,A,73
4370,7960,2022-11-06 00:00:00,A,2084
4371,7961,2023-06-02 00:00:00,A,2620
4372,7963,2022-05-30 00:00:00,C,2673
4373,7964,2026-06-28 00:00:00,A,2667
4374,7970,2026-06-28 00:00:00,A,1301
4375,7975,2024-06-14 00:00:00,B,2355
4376,7976,2026-06-28 00:00:00,A,1048
4377,7979,2024-05-22 00:00:00,A,986
4378,7980,2025-09-17 00:00:00,A,2230
4379,7982,2022-10-17 00:00:00,A,1045
4380,7983,2024-02-15 00:00:00,B,2696
4381,7984,2022-12-22 00:00:00,A,1949
4382,7986,2024-03-03 00:00:00,A,308
4383,7988,2025-03-05 00:00:00,A,1581
4384,7989,2024-10-12 00:00:00,A,865
4385,7990,2025-12-17 00:00:00,A,2283
4386,7994,2025-09-09 00:00:00,A,1864
4387,7995,2026-02-22 00:00:00,B,2297
4388,7996,2023-10-23 00:00:00,C,304
4389,7997,2026-06-28 00:00:00,A,1483
4390,7998,2026-02-15 00:00:00,A,2693
4391,7999,2022-11-01 00:00:00,A,1419
4392,8002,2026-06-12 00:00:00,A,274
4393,8004,2026-02-24 00:00:00,A,1077
4394,8005,2023-04-30 00:00:00,A,478
4395,8006,2025-10-26 00:00:00,A,1641
4396,8007,2022-10-30 00:00:00,A,2051
4397,8011,2026-06-09 00:00:00,B,2300
4398,8012,2026-06-28 00:00:00,A,2496
4399,8013,2025-04-21 00:00:00,B,2306
4400,8014,2024-09-26 00:00:00,B,2676
4401,8015,2023-12-21 00:00:00,A,1932
4402,8016,2023-10-10 00:00:00,B,762
4403,8017,2024-03-12 00:00:00,A,1526
4404,8023,2022-05-16 00:00:00,B,859
4405,8025,2023-03-19 00:00:00,C,2200
4406,8026,2022-12-03 00:00:00,A,1532
4407,8027,2022-08-28 00:00:00,B,1952
4408,8028,2026-06-28 00:00:00,A,1403
4409,8030,2025-05-19 00:00:00,A,286
4410,8033,2022-09-03 00:00:00,A,1484
4411,8035,2026-06-07 00:00:00,A,2615
4412,8036,2023-12-22 00:00:00,A,2555
4413,8037,2025-03-23 00:00:00,A,278
4414,8039,2023-09-16 00:00:00,A,1916
4415,8040,2022-12-31 00:00:00,A,1937
4416,8042,2026-04-22 00:00:00,A,2302
4417,8043,2023-04-11 00:00:00,B,241
4418,8047,2023-10-28 00:00:00,B,1231
4419,8053,2025-05-29 00:00:00,C,1325
4420,8055,2023-05-09 00:00:00,A,1415
4421,8057,2026-06-28 00:00:00,A,746
4422,8059,2022-04-15 00:00:00,A,2679
4423,8060,2023-03-28 00:00:00,A,977
4424,8061,2023-04-20 00:00:00,A,2545
4425,8064,2025-12-07 00:00:00,B,2036
4426,8066,2026-05-05 00:00:00,A,1062
4427,8070,2025-01-10 00:00:00,A,2052
4428,8071,2024-03-17 00:00:00,B,1729
4429,8072,2026-02-08 00:00:00,B,1355
4430,8074,2024-08-24 00:00:00,C,1110
4431,8075,2026-04-26 00:00:00,A,2284
4432,8078,2024-09-29 00:00:00,A,1218
4433,8080,2026-06-28 00:00:00,A,47
4434,8086,2023-09-29 00:00:00,C,203
4435,8089,2026-02-27 00:00:00,A,1718
4436,8091,2024-12-17 00:00:00,A,2321
4437,8092,2026-06-16 00:00:00,A,1654
4438,8094,2024-08-22 00:00:00,C,2308
4439,8095,2026-06-26 00:00:00,C,925
4440,8096,2023-05-12 00:00:00,B,424
4441,8097,2025-11-07 00:00:00,B,837
4442,8098,2024-05-02 00:00:00,B,288
4443,8101,2025-04-24 00:00:00,A,2603
4444,8102,2026-04-03 00:00:00,A,1594
4445,8103,2025-10-12 00:00:00,C,2005
4446,8105,2022-09-20 00:00:00,A,2122
4447,8106,2025-12-19 00:00:00,A,308
4448,8109,2024-08-26 00:00:00,C,1323
4449,8110,2026-06-28 00:00:00,A,1742
4450,8112,2025-10-31 00:00:00,A,1320
4451,8113,2024-05-17 00:00:00,A,903
4452,8114,2024-04-02 00:00:00,A,305
4453,8117,2023-07-11 00:00:00,A,136
4454,8119,2023-10-03 00:00:00,A,1571
4455,8121,2022-12-27 00:00:00,A,2651
4456,8124,2024-12-13 00:00:00,A,662
4457,8125,2023-05-01 00:00:00,C,579
4458,8126,2025-05-18 00:00:00,A,2455
4459,8128,2026-06-23 00:00:00,A,677
4460,8129,2024-03-31 00:00:00,A,59
4461,8131,2023-08-13 00:00:00,A,1931
4462,8132,2025-10-12 00:00:00,C,1911
4463,8134,2022-05-26 00:00:00,A,1537
4464,8135,2025-01-23 00:00:00,B,552
4465,8136,2026-05-03 00:00:00,B,1261
4466,8137,2023-07-27 00:00:00,A,1039
4467,8138,2025-03-19 00:00:00,A,445
4468,8139,2026-01-07 00:00:00,C,1121
4469,8140,2024-09-23 00:00:00,A,191
4470,8142,2024-12-26 00:00:00,A,1203
4471,8144,2022-07-31 00:00:00,B,243
4472,8145,2026-06-28 00:00:00,A,1199
4473,8146,2025-09-19 00:00:00,B,1205
4474,8147,2026-04-09 00:00:00,A,2521
4475,8148,2026-01-10 00:00:00,B,1157
4476,8149,2022-10-15 00:00:00,A,1569
4477,8150,2023-10-17 00:00:00,A,398
4478,8151,2026-06-28 00:00:00,A,1496
4479,8152,2024-02-24 00:00:00,C,1376
4480,8154,2026-05-14 00:00:00,C,285
4481,8157,2024-07-02 00:00:00,A,515
4482,8160,2025-01-31 00:00:00,A,1907
4483,8161,2024-06-04 00:00:00,A,1807
4484,8162,2024-07-27 00:00:00,A,436
4485,8164,2023-08-17 00:00:00,A,2426
4486,8165,2023-10-16 00:00:00,B,1409
4487,8167,2026-06-28 00:00:00,B,1225
4488,8168,2022-09-25 00:00:00,A,1822
4489,8169,2022-08-12 00:00:00,B,1525
4490,8170,2026-06-28 00:00:00,A,1428
4491,8172,2024-02-18 00:00:00,C,440
4492,8173,2026-02-24 00:00:00,A,1955
4493,8175,2024-05-15 00:00:00,A,769
4494,8176,2024-08-17 00:00:00,A,2516
4495,8177,2025-08-14 00:00:00,C,861
4496,8178,2024-11-17 00:00:00,A,1403
4497,8179,2024-02-10 00:00:00,A,1417
4498,8181,2026-06-28 00:00:00,B,1217
4499,8182,2023-06-10 00:00:00,C,2656
4500,8183,2026-01-29 00:00:00,A,1691
4501,8185,2025-11-17 00:00:00,A,2162
4502,8186,2025-06-05 00:00:00,A,1997
4503,8188,2026-06-28 00:00:00,A,1222
4504,8189,2025-11-17 00:00:00,A,809
4505,8190,2022-06-15 00:00:00,C,1039
4506,8191,2022-08-25 00:00:00,C,368
4507,8193,2023-01-19 00:00:00,B,546
4508,8195,2025-01-09 00:00:00,B,932
4509,8196,2024-04-26 00:00:00,A,401
4510,8197,2026-06-28 00:00:00,A,1577
4511,8198,2025-06-14 00:00:00,A,437
4512,8199,2024-03-13 00:00:00,A,1073
4513,8200,2026-01-16 00:00:00,A,576
4514,8202,2024-01-07 00:00:00,A,2330
4515,8203,2024-10-16 00:00:00,C,1654
4516,8204,2024-01-17 00:00:00,C,2677
4517,8209,2025-09-12 00:00:00,A,2508
4518,8210,2024-02-17 00:00:00,A,186
4519,8212,2024-03-22 00:00:00,B,1609
4520,8213,2026-03-19 00:00:00,B,1596
4521,8214,2026-06-28 00:00:00,A,1767
4522,8215,2023-04-02 00:00:00,A,53
4523,8219,2024-08-23 00:00:00,A,1175
4524,8224,2026-02-24 00:00:00,A,1320
4525,8225,2023-08-04 00:00:00,A,1976
4526,8228,2026-06-28 00:00:00,A,381
4527,8229,2024-09-15 00:00:00,A,1644
4528,8232,2026-04-03 00:00:00,A,1687
4529,8236,2024-03-01 00:00:00,B,1511
4530,8238,2026-06-28 00:00:00,A,65
4531,8242,2023-05-01 00:00:00,A,1441
4532,8243,2025-01-21 00:00:00,A,2003
4533,8246,2026-06-28 00:00:00,A,61
4534,8249,2022-04-30 00:00:00,A,1231
4535,8252,2024-02-07 00:00:00,A,27
4536,8254,2024-09-13 00:00:00,A,1814
4537,8256,2024-08-18 00:00:00,A,761
4538,8260,2026-06-28 00:00:00,A,571
4539,8261,2022-05-19 00:00:00,A,2170
4540,8262,2025-09-06 00:00:00,A,228
4541,8263,2023-06-10 00:00:00,C,1385
4542,8270,2022-05-13 00:00:00,B,925
4543,8273,2026-06-28 00:00:00,A,1573
4544,8276,2025-11-15 00:00:00,A,1370
4545,8278,2026-01-27 00:00:00,A,514
4546,8279,2025-02-05 00:00:00,A,630
4547,8280,2022-08-08 00:00:00,B,635
4548,8281,2022-07-18 00:00:00,A,22
4549,8283,2026-06-25 00:00:00,C,2554
4550,8285,2025-01-01 00:00:00,C,2102
4551,8286,2024-09-29 00:00:00,A,1060
4552,8288,2024-04-18 00:00:00,C,349
4553,8289,2025-09-22 00:00:00,A,1105
4554,8292,2025-08-04 00:00:00,A,476
4555,8294,2025-04-17 00:00:00,C,485
4556,8295,2022-12-25 00:00:00,B,272
4557,8302,2026-05-13 00:00:00,A,669
4558,8303,2026-03-11 00:00:00,B,1343
4559,8306,2026-05-07 00:00:00,B,1541
4560,8308,2025-01-26 00:00:00,A,2612
4561,8311,2025-10-19 00:00:00,A,779
4562,8312,2025-02-01 00:00:00,A,1237
4563,8313,2024-06-24 00:00:00,B,2128
4564,8316,2022-10-14 00:00:00,A,1136
4565,8321,2024-04-04 00:00:00,A,2545
4566,8322,2024-07-14 00:00:00,B,997
4567,8324,2022-03-31 00:00:00,A,453
4568,8325,2024-04-12 00:00:00,A,881
4569,8326,2023-07-26 00:00:00,B,2700
4570,8329,2025-08-03 00:00:00,B,1787
4571,8334,2023-01-05 00:00:00,A,884
4572,8337,2023-10-28 00:00:00,A,1410
4573,8340,2023-02-20 00:00:00,A,1581
4574,8341,2022-05-27 00:00:00,A,70
4575,8342,2022-11-19 00:00:00,A,2268
4576,8343,2025-09-15 00:00:00,A,1463
4577,8345,2024-09-02 00:00:00,A,1228
4578,8347,2024-07-18 00:00:00,A,500
4579,8348,2026-06-28 00:00:00,A,1955
4580,8350,2025-03-16 00:00:00,A,712
4581,8351,2025-11-04 00:00:00,C,2320
4582,8352,2022-10-26 00:00:00,C,1232
4583,8355,2024-03-12 00:00:00,B,2082
4584,8360,2026-03-29 00:00:00,A,2262
4585,8361,2022-06-30 00:00:00,A,2441
4586,8362,2022-06-16 00:00:00,B,479
4587,8364,2022-03-15 00:00:00,B,1530
4588,8366,2026-02-19 00:00:00,A,280
4589,8367,2023-10-18 00:00:00,C,658
4590,8371,2024-02-17 00:00:00,B,588
4591,8373,2026-06-03 00:00:00,A,280
4592,8375,2023-06-19 00:00:00,A,150
4593,8376,2022-07-20 00:00:00,A,2157
4594,8377,2024-05-31 00:00:00,A,283
4595,8379,2026-05-06 00:00:00,A,2664
4596,8382,2025-08-10 00:00:00,A,2297
4597,8383,2025-11-14 00:00:00,A,86
4598,8384,2023-03-22 00:00:00,A,1200
4599,8386,2022-06-10 00:00:00,A,2235
4600,8387,2023-10-20 00:00:00,A,1567
4601,8390,2024-06-05 00:00:00,A,1561
4602,8391,2022-05-27 00:00:00,A,391
4603,8394,2023-08-04 00:00:00,B,618
4604,8396,2024-10-05 00:00:00,A,318
4605,8398,2026-06-28 00:00:00,A,2628
4606,8399,2022-12-24 00:00:00,C,1074
4607,8400,2024-01-10 00:00:00,A,1250
4608,8401,2025-05-29 00:00:00,A,2088
4609,8403,2026-06-28 00:00:00,A,798
4610,8406,2022-04-18 00:00:00,A,396
4611,8408,2026-03-24 00:00:00,C,1464
4612,8409,2022-11-10 00:00:00,A,1594
4613,8410,2026-04-09 00:00:00,A,304
4614,8412,2025-10-21 00:00:00,B,502
4615,8413,2022-09-12 00:00:00,C,2609
4616,8416,2022-12-17 00:00:00,A,2352
4617,8419,2026-06-10 00:00:00,A,1418
4618,8422,2023-01-04 00:00:00,A,1920
4619,8425,2023-02-05 00:00:00,A,926
4620,8426,2024-12-27 00:00:00,A,1285
4621,8427,2026-02-09 00:00:00,C,2253
4622,8428,2023-03-13 00:00:00,A,1366
4623,8429,2024-02-26 00:00:00,A,1425
4624,8430,2026-06-28 00:00:00,A,2690
4625,8432,2023-03-13 00:00:00,B,1035
4626,8433,2025-01-10 00:00:00,C,278
4627,8436,2025-03-21 00:00:00,A,365
4628,8437,2022-08-01 00:00:00,A,2609
4629,8438,2022-12-22 00:00:00,C,281
4630,8441,2024-05-13 00:00:00,A,731
4631,8442,2026-03-28 00:00:00,B,1394
4632,8446,2022-05-28 00:00:00,A,148
4633,8447,2023-04-22 00:00:00,A,1678
4634,8448,2022-03-07 00:00:00,A,892
4635,8449,2026-04-20 00:00:00,A,1701
4636,8452,2025-02-24 00:00:00,A,2308
4637,8455,2026-06-28 00:00:00,A,1556
4638,8456,2024-10-31 00:00:00,A,431
4639,8458,2026-06-09 00:00:00,A,883
4640,8461,2025-01-05 00:00:00,C,1668
4641,8462,2024-10-22 00:00:00,A,1071
4642,8463,2026-06-23 00:00:00,A,160
4643,8464,2023-03-17 00:00:00,C,950
4644,8466,2023-10-04 00:00:00,A,1593
4645,8469,2026-06-08 00:00:00,A,2649
4646,8473,2023-04-16 00:00:00,C,2451
4647,8474,2022-08-15 00:00:00,A,1296
4648,8478,2026-06-28 00:00:00,C,1423
4649,8481,2023-03-05 00:00:00,A,2665
4650,8483,2025-07-30 00:00:00,A,663
4651,8484,2023-07-24 00:00:00,B,439
4652,8485,2023-02-08 00:00:00,A,2469
4653,8486,2025-09-22 00:00:00,A,717
4654,8488,2022-08-19 00:00:00,C,1568
4655,8489,2022-08-05 00:00:00,A,965
4656,8491,2024-01-05 00:00:00,A,1834
4657,8494,2026-06-28 00:00:00,B,1565
4658,8495,2022-07-06 00:00:00,A,2531
4659,8496,2025-04-21 00:00:00,A,2595
4660,8501,2022-08-08 00:00:00,A,2308
4661,8502,2023-07-23 00:00:00,A,2437
4662,8505,2025-09-20 00:00:00,A,1183
4663,8506,2023-09-26 00:00:00,C,29
4664,8508,2026-02-11 00:00:00,B,1402
4665,8511,2026-06-21 00:00:00,A,2696
4666,8512,2026-05-09 00:00:00,C,1006
4667,8514,2025-11-18 00:00:00,A,2618
4668,8517,2026-06-28 00:00:00,A,777
4669,8520,2026-04-14 00:00:00,B,2635
4670,8522,2022-07-07 00:00:00,A,475
4671,8524,2024-03-11 00:00:00,A,1195
4672,8525,2025-08-06 00:00:00,A,2418
4673,8526,2025-04-30 00:00:00,C,1827
4674,8530,2023-12-09 00:00:00,A,442
4675,8532,2026-01-13 00:00:00,C,519
4676,8533,2024-01-09 00:00:00,A,1958
4677,8534,2024-05-22 00:00:00,A,1498
4678,8536,2026-06-12 00:00:00,A,2247
4679,8537,2026-06-28 00:00:00,A,283
4680,8539,2022-07-25 00:00:00,B,2118
4681,8540,2023-08-13 00:00:00,A,801
4682,8543,2023-04-25 00:00:00,A,312
4683,8547,2026-06-13 00:00:00,A,528
4684,8548,2023-06-18 00:00:00,C,1043
4685,8549,2023-12-30 00:00:00,C,214
4686,8550,2026-06-09 00:00:00,A,1985
4687,8553,2023-01-24 00:00:00,A,1140
4688,8554,2025-07-04 00:00:00,A,1060
4689,8556,2022-10-18 00:00:00,A,1458
4690,8559,2024-08-02 00:00:00,A,147
4691,8562,2023-03-24 00:00:00,A,1937
4692,8563,2025-05-13 00:00:00,A,335
4693,8569,2023-10-05 00:00:00,A,2701
4694,8570,2025-07-24 00:00:00,C,1737
4695,8571,2026-06-23 00:00:00,A,1701
4696,8572,2026-06-28 00:00:00,A,2324
4697,8574,2026-06-28 00:00:00,A,291
4698,8576,2026-06-26 00:00:00,C,872
4699,8577,2026-02-28 00:00:00,A,2260
4700,8578,2025-06-12 00:00:00,A,1517
4701,8582,2025-08-22 00:00:00,C,556
4702,8584,2022-08-12 00:00:00,A,415
4703,8586,2026-05-27 00:00:00,A,2408
4704,8589,2023-06-07 00:00:00,A,1840
4705,8591,2023-05-18 00:00:00,A,2449
4706,8592,2026-04-08 00:00:00,C,1163
4707,8594,2026-03-21 00:00:00,A,367
4708,8597,2026-06-28 00:00:00,C,671
4709,8598,2022-03-22 00:00:00,A,1952
4710,8599,2026-06-28 00:00:00,A,1553
4711,8600,2026-02-26 00:00:00,B,1789
4712,8602,2023-05-25 00:00:00,A,757
4713,8604,2026-06-28 00:00:00,A,244
4714,8605,2025-05-16 00:00:00,C,1859
4715,8607,2025-09-02 00:00:00,A,2013
4716,8609,2023-04-14 00:00:00,A,1714
4717,8610,2025-06-02 00:00:00,C,1869
4718,8615,2024-11-11 00:00:00,A,517
4719,8616,2025-06-02 00:00:00,B,2609
4720,8617,2026-05-24 00:00:00,A,2495
4721,8618,2025-12-14 00:00:00,C,689
4722,8620,2025-07-08 00:00:00,C,1120
4723,8621,2025-12-21 00:00:00,A,2133
4724,8623,2025-01-08 00:00:00,B,532
4725,8624,2025-09-29 00:00:00,A,2643
4726,8625,2025-03-18 00:00:00,A,2168
4727,8628,2023-08-24 00:00:00,A,277
4728,8629,2026-06-28 00:00:00,B,1953
4729,8630,2026-06-28 00:00:00,A,440
4730,8631,2022-10-03 00:00:00,A,954
4731,8633,2023-07-31 00:00:00,C,942
4732,8634,2023-09-06 00:00:00,A,969
4733,8639,2024-08-21 00:00:00,A,154
4734,8643,2022-05-08 00:00:00,A,1212
4735,8644,2026-01-07 00:00:00,B,2060
4736,8645,2022-09-10 00:00:00,C,1693
4737,8646,2022-05-16 00:00:00,A,613
4738,8647,2025-05-11 00:00:00,B,1041
4739,8649,2023-05-29 00:00:00,C,1967
4740,8651,2023-05-02 00:00:00,A,1842
4741,8652,2023-10-20 00:00:00,B,1574
4742,8653,2026-06-28 00:00:00,A,2091
4743,8654,2026-05-31 00:00:00,A,2618
4744,8655,2025-04-03 00:00:00,A,1421
4745,8656,2023-12-23 00:00:00,B,2569
4746,8657,2026-06-10 00:00:00,A,1614
4747,8659,2026-05-20 00:00:00,B,469
4748,8664,2024-02-02 00:00:00,A,682
4749,8667,2025-06-25 00:00:00,B,698
4750,8669,2024-04-16 00:00:00,A,2627
4751,8672,2024-02-25 00:00:00,C,1589
4752,8673,2025-10-03 00:00:00,C,1511
4753,8678,2023-06-19 00:00:00,A,2638
4754,8681,2026-04-07 00:00:00,A,2410
4755,8684,2026-03-13 00:00:00,A,2579
4756,8685,2024-05-22 00:00:00,C,2668
4757,8686,2022-11-08 00:00:00,A,2453
4758,8687,2025-01-07 00:00:00,A,1721
4759,8689,2024-12-20 00:00:00,A,467
4760,8690,2023-05-19 00:00:00,A,169
4761,8692,2024-09-18 00:00:00,A,1154
4762,8693,2025-04-07 00:00:00,A,576
4763,8697,2026-02-19 00:00:00,A,822
4764,8698,2022-09-14 00:00:00,A,722
4765,8700,2025-02-24 00:00:00,B,831
4766,8703,2024-01-30 00:00:00,A,244
4767,8705,2026-04-22 00:00:00,C,2667
4768,8709,2023-03-18 00:00:00,B,2375
4769,8710,2023-03-25 00:00:00,A,1803
4770,8712,2026-05-21 00:00:00,B,974
4771,8713,2023-11-22 00:00:00,B,2289
4772,8716,2022-04-01 00:00:00,C,2312
4773,8719,2024-06-01 00:00:00,C,211
4774,8721,2026-01-29 00:00:00,C,2534
4775,8723,2025-02-06 00:00:00,A,1208
4776,8725,2022-05-21 00:00:00,A,816
4777,8726,2022-08-28 00:00:00,A,2667
4778,8727,2022-10-07 00:00:00,A,2633
4779,8728,2023-01-12 00:00:00,B,2651
4780,8729,2026-02-19 00:00:00,A,407
4781,8731,2022-11-09 00:00:00,B,2124
4782,8734,2023-06-28 00:00:00,A,956
4783,8735,2024-08-06 00:00:00,A,1660
4784,8736,2024-08-06 00:00:00,C,198
4785,8737,2025-11-01 00:00:00,A,1558
4786,8741,2023-01-10 00:00:00,A,942
4787,8743,2022-11-15 00:00:00,A,132
4788,8745,2026-02-12 00:00:00,A,441
4789,8748,2025-02-08 00:00:00,B,2657
4790,8750,2022-11-28 00:00:00,A,617
4791,8751,2026-06-28 00:00:00,C,2529
4792,8755,2025-07-11 00:00:00,A,1563
4793,8758,2026-06-28 00:00:00,A,2042
4794,8760,2022-08-27 00:00:00,A,2277
4795,8761,2026-06-28 00:00:00,B,606
4796,8762,2026-06-28 00:00:00,A,1084
4797,8764,2023-06-20 00:00:00,A,2637
4798,8765,2023-09-22 00:00:00,B,2487
4799,8767,2024-11-26 00:00:00,B,604
4800,8769,2026-01-12 00:00:00,A,1624
4801,8771,2023-06-20 00:00:00,A,764
4802,8772,2022-11-01 00:00:00,A,2686
4803,8773,2026-06-28 00:00:00,A,1697
4804,8776,2026-06-14 00:00:00,A,1752
4805,8777,2022-07-31 00:00:00,B,114
4806,8780,2025-04-29 00:00:00,B,2221
4807,8782,2022-06-18 00:00:00,C,608
4808,8784,2024-06-27 00:00:00,A,2157
4809,8789,2022-10-31 00:00:00,A,2410
4810,8791,2026-06-01 00:00:00,A,1291
4811,8795,2026-06-21 00:00:00,A,2118
