CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
10937,NDPS,22,3,3
10938,IT,67,1,1
10938,IPC,323,2,2
10939,NDPS,8,1,1
10939,IT,66C,2,2
10940,ARMS,27,1,1
10941,NDPS,22,1,1
10941,NDPS,8,2,2
10941,ARMS,27,3,3
10942,IT,67,1,1
10942,POCSO,6,2,2
10943,IPC,420,1,1
10944,IT,67,1,1
10945,MV,185,1,1
10945,IT,66C,2,2
10946,MV,184,1,1
10946,IT,67,2,2
10947,ARMS,25,1,1
10948,IT,66C,1,1
10948,MV,196,2,2
10949,NDPS,20,1,1
10949,ARMS,25,2,2
10950,IPC,302,1,1
10951,IPC,498A,1,1
10951,IPC,307,2,2
10951,MV,196,3,3
10952,IT,67,1,1
10952,ARMS,25,2,2
10953,NDPS,22,1,1
10953,MV,196,2,2
10953,IT,66,3,3
10954,IPC,420,1,1
10954,IPC,323,2,2
10955,IPC,354,1,1
10956,IPC,324,1,1
10957,MV,196,1,1
10958,POCSO,8,1,1
10958,IT,66C,2,2
10958,POCSO,6,3,3
10959,NDPS,20,1,1
10959,IPC,323,2,2
10960,IT,66C,1,1
10961,POCSO,10,1,1
10961,MV,185,2,2
10962,IT,66C,1,1
10962,IPC,307,2,2
10963,IT,67,1,1
10963,MV,196,2,2
10963,ARMS,27,3,3
10964,IPC,354,1,1
10964,MV,196,2,2
10965,MV,196,1,1
10965,MV,196,2,2
10965,IT,66,3,3
10966,IPC,498A,1,1
10966,IPC,498A,2,2
10966,POCSO,6,3,3
10967,IT,67,1,1
10968,MV,196,1,1
10968,NDPS,21,2,2
10969,ARMS,25,1,1
10969,IT,66D,2,2
10970,NDPS,8,1,1
10970,IPC,324,2,2
10970,ARMS,25,3,3
10971,POCSO,4,1,1
10972,IPC,307,1,1
10972,MV,184,2,2
10973,IT,66,1,1
10973,IT,66C,2,2
10974,NDPS,22,1,1
10974,ARMS,27,2,2
10974,IT,66C,3,3
10975,MV,185,1,1
10975,IT,66,2,2
10976,IPC,354,1,1
10977,IT,66,1,1
10977,ARMS,27,2,2
10978,MV,196,1,1
10978,NDPS,21,2,2
10979,MV,185,1,1
10979,ARMS,25,2,2
10979,IT,67,3,3
10980,NDPS,22,1,1
10980,IPC,323,2,2
10981,MV,185,1,1
10981,ARMS,27,2,2
10982,IT,66,1,1
10982,NDPS,20,2,2
10982,POCSO,10,3,3
10983,NDPS,22,1,1
10984,ARMS,25,1,1
10985,POCSO,10,1,1
10985,IPC,324,2,2
10986,IT,67,1,1
10986,IPC,376,2,2
10987,NDPS,21,1,1
10987,NDPS,8,2,2
10987,IT,66,3,3
10988,POCSO,8,1,1
10988,MV,185,2,2
10988,IPC,392,3,3
10989,IPC,323,1,1
10990,POCSO,6,1,1
10991,MV,184,1,1
10991,POCSO,4,2,2
10991,NDPS,22,3,3
10992,POCSO,6,1,1
10992,MV,196,2,2
10992,ARMS,27,3,3
10993,POCSO,6,1,1
10993,POCSO,6,2,2
10994,IPC,379,1,1
10995,IT,66C,1,1
10995,POCSO,10,2,2
10995,ARMS,25,3,3
10996,ARMS,27,1,1
10997,IT,67,1,1
10997,IPC,420,2,2
10997,IT,67,3,3
10998,NDPS,21,1,1
10998,ARMS,27,2,2
10999,ARMS,25,1,1
10999,IPC,324,2,2
10999,ARMS,25,3,3
11000,MV,184,1,1
11000,IT,66D,2,2
11001,POCSO,6,1,1
11001,NDPS,20,2,2
11001,ARMS,27,3,3
11002,NDPS,21,1,1
11002,NDPS,20,2,2
11002,NDPS,21,3,3
11003,IPC,392,1,1
11003,NDPS,22,2,2
11003,IPC,498A,3,3
11004,NDPS,20,1,1
11004,ARMS,25,2,2
11004,NDPS,20,3,3
11005,ARMS,25,1,1
11005,ARMS,25,2,2
11005,POCSO,10,3,3
11006,IPC,324,1,1
11006,MV,185,2,2
11007,MV,184,1,1
11007,IPC,420,2,2
11007,NDPS,20,3,3
11008,MV,196,1,1
11008,MV,196,2,2
11009,POCSO,8,1,1
11009,IT,67,2,2
11009,MV,184,3,3
11010,IT,66D,1,1
11010,IPC,376,2,2
11010,MV,184,3,3
11011,NDPS,20,1,1
11011,NDPS,22,2,2
11012,ARMS,27,1,1
11013,IPC,302,1,1
11014,IT,66,1,1
11014,MV,184,2,2
11014,POCSO,10,3,3
11015,MV,185,1,1
11015,ARMS,25,2,2
11015,ARMS,27,3,3
11016,NDPS,8,1,1
11016,MV,184,2,2
11016,NDPS,21,3,3
11017,IPC,324,1,1
11017,MV,185,2,2
11018,NDPS,20,1,1
11019,ARMS,25,1,1
11020,POCSO,10,1,1
11020,MV,185,2,2
11020,NDPS,20,3,3
11021,ARMS,25,1,1
11021,IT,66,2,2
11022,MV,185,1,1
11022,NDPS,20,2,2
11022,MV,185,3,3
11023,MV,184,1,1
11024,IT,66,1,1
11025,ARMS,27,1,1
11025,POCSO,10,2,2
11025,IPC,420,3,3
11026,IPC,302,1,1
11026,POCSO,10,2,2
11026,POCSO,10,3,3
11027,ARMS,25,1,1
11028,POCSO,4,1,1
11029,POCSO,4,1,1
11029,MV,184,2,2
11030,MV,196,1,1
11031,NDPS,21,1,1
11031,ARMS,25,2,2
11031,MV,185,3,3
11032,MV,196,1,1
11032,ARMS,25,2,2
11032,POCSO,10,3,3
11033,MV,185,1,1
11033,MV,184,2,2
11034,NDPS,21,1,1
11035,IPC,376,1,1
11035,NDPS,21,2,2
11036,POCSO,10,1,1
11036,IPC,420,2,2
11036,NDPS,22,3,3
11037,POCSO,6,1,1
11038,IT,66C,1,1
11038,ARMS,25,2,2
11039,MV,184,1,1
11039,MV,196,2,2
11039,IT,66,3,3
11040,IPC,420,1,1
11041,POCSO,4,1,1
11041,ARMS,27,2,2
11041,MV,185,3,3
11042,NDPS,21,1,1
11042,ARMS,27,2,2
11042,IPC,406,3,3
11043,IT,66C,1,1
11043,NDPS,20,2,2
11043,IT,66C,3,3
11044,MV,184,1,1
11044,IPC,376,2,2
11045,ARMS,27,1,1
11046,ARMS,27,1,1
11047,IT,66,1,1
11047,POCSO,10,2,2
11047,MV,184,3,3
11048,ARMS,25,1,1
11048,NDPS,8,2,2
11049,IPC,498A,1,1
11049,IPC,406,2,2
11050,IPC,354,1,1
11050,MV,196,2,2
11051,POCSO,6,1,1
11052,NDPS,22,1,1
11052,IT,66,2,2
11052,IPC,376,3,3
11053,IT,67,1,1
11053,POCSO,10,2,2
11054,IT,66,1,1
11054,MV,184,2,2
11055,POCSO,8,1,1
11056,NDPS,20,1,1
11056,ARMS,25,2,2
11057,ARMS,25,1,1
11058,MV,184,1,1
11059,NDPS,20,1,1
11060,POCSO,4,1,1
11061,IT,66D,1,1
11061,ARMS,25,2,2
11062,ARMS,25,1,1
11062,ARMS,27,2,2
11063,NDPS,22,1,1
11063,IPC,376,2,2
11063,NDPS,22,3,3
11064,NDPS,21,1,1
11064,ARMS,25,2,2
11065,IT,66D,1,1
11065,NDPS,21,2,2
11065,IPC,324,3,3
11066,POCSO,8,1,1
11066,IPC,376,2,2
11066,NDPS,20,3,3
11067,POCSO,8,1,1
11068,NDPS,8,1,1
11069,IT,66,1,1
11069,MV,185,2,2
11069,NDPS,20,3,3
11070,NDPS,8,1,1
11071,IT,66D,1,1
11071,ARMS,25,2,2
11072,POCSO,4,1,1
11073,POCSO,8,1,1
11073,IT,67,2,2
11073,IPC,302,3,3
11074,ARMS,27,1,1
11074,IPC,392,2,2
11074,IT,67,3,3
11075,IPC,379,1,1
11075,ARMS,27,2,2
11075,NDPS,22,3,3
11076,POCSO,6,1,1
11076,MV,185,2,2
11076,NDPS,21,3,3
11077,IT,66,1,1
11077,NDPS,8,2,2
11078,POCSO,10,1,1
11078,IT,66D,2,2
11078,ARMS,27,3,3
11079,POCSO,6,1,1
11079,ARMS,27,2,2
11079,ARMS,25,3,3
11080,IPC,323,1,1
11080,POCSO,4,2,2
11081,NDPS,8,1,1
11082,IT,67,1,1
11082,ARMS,27,2,2
11083,NDPS,22,1,1
11084,ARMS,27,1,1
11085,IT,66C,1,1
11085,MV,196,2,2
11085,MV,185,3,3
11086,NDPS,8,1,1
11087,MV,184,1,1
11087,MV,185,2,2
11087,IPC,420,3,3
11088,IT,66,1,1
11088,ARMS,27,2,2
11088,NDPS,20,3,3
11089,IT,66,1,1
11090,IT,66C,1,1
11091,IT,67,1,1
11091,POCSO,8,2,2
11092,IT,66,1,1
11093,ARMS,27,1,1
11093,IPC,392,2,2
11094,ARMS,27,1,1
11094,MV,196,2,2
11094,NDPS,20,3,3
11095,NDPS,22,1,1
11095,MV,196,2,2
11096,IPC,354,1,1
11096,IT,66,2,2
11097,NDPS,22,1,1
11097,MV,185,2,2
11097,MV,184,3,3
11098,ARMS,27,1,1
11098,POCSO,6,2,2
11099,NDPS,8,1,1
11099,IT,67,2,2
11100,IPC,420,1,1
11100,IT,66,2,2
11100,MV,185,3,3
11101,POCSO,4,1,1
11101,IPC,406,2,2
11101,NDPS,20,3,3
11102,IPC,420,1,1
11102,NDPS,20,2,2
11103,IT,66C,1,1
11104,POCSO,6,1,1
11104,POCSO,6,2,2
11105,IT,67,1,1
11105,IPC,379,2,2
11106,ARMS,25,1,1
11107,IPC,376,1,1
11107,ARMS,25,2,2
11107,IPC,302,3,3
11108,POCSO,6,1,1
11109,IT,67,1,1
11110,IPC,354,1,1
11110,MV,185,2,2
11111,MV,184,1,1
11112,IPC,376,1,1
11112,NDPS,22,2,2
11113,IT,66,1,1
11114,NDPS,21,1,1
11114,IPC,324,2,2
11114,POCSO,6,3,3
11115,NDPS,20,1,1
11116,IPC,498A,1,1
11116,NDPS,8,2,2
11116,NDPS,8,3,3
11117,IT,66C,1,1
11117,ARMS,25,2,2
11117,MV,185,3,3
11118,IPC,323,1,1
11118,IT,67,2,2
11119,NDPS,22,1,1
11119,IT,66,2,2
11119,IT,67,3,3
11120,POCSO,10,1,1
11120,IPC,420,2,2
11121,NDPS,21,1,1
11122,NDPS,20,1,1
11123,IPC,354,1,1
11124,IT,66,1,1
11125,ARMS,27,1,1
11125,ARMS,25,2,2
11126,NDPS,21,1,1
11127,NDPS,22,1,1
11128,IPC,354,1,1
11129,IPC,324,1,1
11130,IT,66,1,1
11130,MV,185,2,2
11131,POCSO,6,1,1
11131,MV,196,2,2
11132,ARMS,25,1,1
11132,MV,185,2,2
11133,ARMS,27,1,1
11133,IPC,307,2,2
11134,MV,184,1,1
11134,POCSO,10,2,2
11135,NDPS,22,1,1
11136,IPC,420,1,1
11136,NDPS,21,2,2
11136,IPC,420,3,3
11137,ARMS,27,1,1
11138,NDPS,8,1,1
11139,MV,185,1,1
11139,IPC,498A,2,2
11140,NDPS,22,1,1
11140,IT,66C,2,2
11140,MV,185,3,3
11141,ARMS,27,1,1
11141,NDPS,8,2,2
11142,NDPS,20,1,1
11143,NDPS,20,1,1
11143,MV,184,2,2
11143,NDPS,22,3,3
11144,NDPS,8,1,1
11144,MV,196,2,2
11144,NDPS,22,3,3
11145,NDPS,22,1,1
11145,IT,66C,2,2
11145,ARMS,25,3,3
11146,IT,66D,1,1
11146,NDPS,22,2,2
11147,IT,66,1,1
11147,POCSO,8,2,2
11147,MV,196,3,3
11148,POCSO,8,1,1
11148,ARMS,25,2,2
11148,NDPS,8,3,3
11149,POCSO,10,1,1
11149,MV,184,2,2
11149,POCSO,8,3,3
11150,ARMS,25,1,1
11150,NDPS,22,2,2
11151,MV,184,1,1
11151,NDPS,8,2,2
11152,POCSO,10,1,1
11153,IT,66D,1,1
11153,NDPS,21,2,2
11153,NDPS,8,3,3
11154,ARMS,25,1,1
11154,POCSO,10,2,2
11154,ARMS,27,3,3
11155,NDPS,21,1,1
11155,IPC,307,2,2
11155,ARMS,27,3,3
11156,ARMS,27,1,1
11156,MV,196,2,2
11156,MV,196,3,3
11157,IT,66D,1,1
11157,IPC,354,2,2
11158,POCSO,6,1,1
11159,IT,66C,1,1
11159,NDPS,8,2,2
11159,NDPS,8,3,3
11160,MV,185,1,1
11160,IPC,324,2,2
11160,IPC,376,3,3
11161,IPC,498A,1,1
11162,MV,185,1,1
11163,IPC,354,1,1
11164,ARMS,25,1,1
11165,IT,66,1,1
11165,IPC,392,2,2
11165,POCSO,10,3,3
11166,MV,184,1,1
11167,IT,66,1,1
11168,POCSO,10,1,1
11168,NDPS,21,2,2
11169,IPC,420,1,1
11169,NDPS,21,2,2
11169,MV,184,3,3
11170,ARMS,25,1,1
11171,POCSO,8,1,1
11171,POCSO,10,2,2
11171,NDPS,8,3,3
11172,MV,185,1,1
11172,ARMS,25,2,2
11172,MV,185,3,3
11173,IPC,376,1,1
11173,IPC,406,2,2
11173,IT,66C,3,3
11174,ARMS,27,1,1
11175,IPC,420,1,1
11175,POCSO,4,2,2
11176,ARMS,27,1,1
11176,MV,196,2,2
11176,IT,66,3,3
11177,MV,185,1,1
11177,IPC,420,2,2
11178,IT,66D,1,1
11179,ARMS,27,1,1
11179,IT,67,2,2
11179,NDPS,21,3,3
11180,NDPS,21,1,1
11180,MV,185,2,2
11180,NDPS,22,3,3
11181,NDPS,21,1,1
11181,POCSO,4,2,2
11181,NDPS,21,3,3
11182,ARMS,27,1,1
11182,IPC,302,2,2
11182,MV,185,3,3
11183,IT,66,1,1
11183,IPC,302,2,2
11183,IT,66C,3,3
11184,IT,66,1,1
11184,MV,184,2,2
11185,NDPS,8,1,1
11185,POCSO,10,2,2
11186,POCSO,4,1,1
11187,IPC,392,1,1
11187,MV,185,2,2
11187,POCSO,4,3,3
11188,ARMS,25,1,1
11188,POCSO,6,2,2
11188,IPC,498A,3,3
11189,NDPS,20,1,1
11190,MV,184,1,1
11190,IT,67,2,2
11191,POCSO,4,1,1
11192,ARMS,27,1,1
11192,NDPS,22,2,2
11193,POCSO,6,1,1
11194,MV,196,1,1
11194,MV,184,2,2
11194,ARMS,25,3,3
11195,ARMS,25,1,1
11196,ARMS,27,1,1
11197,IT,67,1,1
11197,IT,66,2,2
11197,MV,184,3,3
11198,POCSO,4,1,1
11198,NDPS,8,2,2
11198,ARMS,27,3,3
11199,POCSO,8,1,1
11200,MV,184,1,1
11201,POCSO,4,1,1
11201,IPC,376,2,2
11201,POCSO,6,3,3
11202,ARMS,27,1,1
11203,NDPS,8,1,1
11204,ARMS,25,1,1
11205,POCSO,8,1,1
11206,MV,196,1,1
11206,IT,66,2,2
11207,IT,66D,1,1
11208,IT,66,1,1
11208,IT,66C,2,2
11208,IT,66,3,3
11209,IT,66C,1,1
11210,IT,66,1,1
11210,ARMS,27,2,2
11211,ARMS,25,1,1
11212,ARMS,25,1,1
11213,IT,66D,1,1
11213,NDPS,21,2,2
11213,POCSO,6,3,3
11214,ARMS,27,1,1
11214,POCSO,10,2,2
11214,IPC,324,3,3
11215,MV,184,1,1
11216,IT,66,1,1
11216,POCSO,8,2,2
11217,NDPS,22,1,1
11218,NDPS,22,1,1
11219,ARMS,25,1,1
11219,POCSO,6,2,2
11220,IT,66D,1,1
11220,NDPS,20,2,2
11221,IT,67,1,1
11221,IPC,376,2,2
11222,IPC,354,1,1
11222,ARMS,27,2,2
11222,ARMS,25,3,3
11223,IT,66D,1,1
11224,MV,196,1,1
11224,IT,66,2,2
11224,ARMS,27,3,3
11225,MV,184,1,1
11225,MV,184,2,2
11225,ARMS,27,3,3
11226,IPC,307,1,1
11226,ARMS,27,2,2
11227,IPC,302,1,1
11228,IT,66C,1,1
11229,IPC,498A,1,1
11230,IT,66C,1,1
11230,IPC,379,2,2
11231,IT,66D,1,1
11231,IPC,323,2,2
11231,IT,66D,3,3
11232,NDPS,21,1,1
11233,IPC,354,1,1
11234,IT,66C,1,1
11234,POCSO,8,2,2
11235,IT,66D,1,1
11235,POCSO,8,2,2
11236,NDPS,21,1,1
11236,ARMS,27,2,2
11236,POCSO,6,3,3
11237,POCSO,8,1,1
11238,IT,66,1,1
11238,MV,185,2,2
11238,IPC,302,3,3
11239,IT,66D,1,1
11239,IT,66C,2,2
11239,MV,196,3,3
11240,IPC,307,1,1
11241,IPC,324,1,1
11242,POCSO,8,1,1
11242,NDPS,8,2,2
11243,NDPS,20,1,1
11244,POCSO,6,1,1
11245,IT,67,1,1
11245,IT,66D,2,2
11245,NDPS,20,3,3
11246,MV,184,1,1
11247,NDPS,20,1,1
11248,POCSO,8,1,1
11248,POCSO,10,2,2
11249,ARMS,27,1,1
11249,IPC,392,2,2
11250,IT,66,1,1
11250,IT,67,2,2
11251,IPC,302,1,1
11251,IPC,324,2,2
11252,NDPS,22,1,1
11252,NDPS,21,2,2
11252,IPC,392,3,3
11253,POCSO,4,1,1
11253,IT,66D,2,2
11254,IPC,324,1,1
11254,NDPS,20,2,2
11254,IPC,392,3,3
11255,ARMS,27,1,1
11256,MV,196,1,1
11256,IT,66C,2,2
11256,POCSO,4,3,3
11257,MV,185,1,1
11258,IPC,498A,1,1
11258,NDPS,22,2,2
11259,MV,196,1,1
11260,ARMS,25,1,1
11261,IT,67,1,1
11261,NDPS,22,2,2
11262,IPC,307,1,1
11262,MV,196,2,2
11263,POCSO,8,1,1
11264,MV,185,1,1
11265,POCSO,8,1,1
11265,NDPS,8,2,2
11266,ARMS,27,1,1
11266,IT,67,2,2
11266,MV,196,3,3
11267,IPC,379,1,1
11268,POCSO,8,1,1
11269,IPC,420,1,1
11269,IT,66C,2,2
11270,IT,66C,1,1
11270,NDPS,20,2,2
11271,NDPS,20,1,1
11271,POCSO,8,2,2
11272,ARMS,27,1,1
11273,MV,196,1,1
11273,ARMS,27,2,2
11274,POCSO,4,1,1
11275,MV,185,1,1
11276,MV,184,1,1
11277,IPC,302,1,1
11277,NDPS,8,2,2
11277,IPC,354,3,3
11278,IPC,420,1,1
11279,IT,67,1,1
11280,ARMS,27,1,1
11280,IT,66C,2,2
11281,POCSO,8,1,1
11281,IPC,420,2,2
11282,ARMS,27,1,1
11283,IPC,354,1,1
11283,NDPS,20,2,2
11284,NDPS,21,1,1
11285,IT,66,1,1
11285,NDPS,8,2,2
11285,IPC,406,3,3
11286,NDPS,8,1,1
11287,NDPS,8,1,1
11288,MV,184,1,1
11288,POCSO,4,2,2
11288,IT,66C,3,3
11289,POCSO,6,1,1
11289,NDPS,8,2,2
11289,IPC,376,3,3
11290,NDPS,20,1,1
11290,NDPS,20,2,2
11290,MV,184,3,3
11291,IPC,307,1,1
11292,ARMS,27,1,1
11292,IPC,307,2,2
11292,IT,66D,3,3
11293,IPC,498A,1,1
11294,MV,196,1,1
11294,MV,196,2,2
11295,POCSO,6,1,1
11295,POCSO,10,2,2
11296,NDPS,20,1,1
11296,IPC,379,2,2
11297,IT,66C,1,1
11298,IPC,379,1,1
11298,POCSO,8,2,2
11299,POCSO,10,1,1
11299,MV,184,2,2
11300,IPC,376,1,1
11301,NDPS,20,1,1
11301,IPC,379,2,2
11302,MV,185,1,1
11302,MV,184,2,2
11302,NDPS,8,3,3
11303,ARMS,27,1,1
11304,POCSO,8,1,1
11304,IT,66C,2,2
11304,IPC,420,3,3
11305,ARMS,27,1,1
11305,IT,66,2,2
11306,POCSO,6,1,1
11307,POCSO,4,1,1
11307,IT,66D,2,2
11307,ARMS,25,3,3
11308,NDPS,20,1,1
11308,IPC,323,2,2
11308,POCSO,4,3,3
11309,NDPS,20,1,1
11309,IT,67,2,2
11310,NDPS,8,1,1
11311,IPC,406,1,1
11312,IPC,379,1,1
11313,IPC,392,1,1
11313,ARMS,25,2,2
11314,POCSO,10,1,1
11314,POCSO,4,2,2
11315,IT,66,1,1
11315,NDPS,22,2,2
11315,ARMS,25,3,3
11316,ARMS,27,1,1
11316,NDPS,20,2,2
11316,NDPS,8,3,3
11317,ARMS,25,1,1
11317,IT,66C,2,2
11317,ARMS,25,3,3
11318,IT,66C,1,1
11318,ARMS,25,2,2
11319,NDPS,8,1,1
11319,NDPS,20,2,2
11320,IT,67,1,1
11321,NDPS,8,1,1
11322,MV,184,1,1
11322,NDPS,21,2,2
11323,MV,184,1,1
11323,IT,67,2,2
11324,IPC,324,1,1
11324,IPC,354,2,2
11325,IT,67,1,1
11325,POCSO,8,2,2
11326,ARMS,25,1,1
11326,MV,185,2,2
11327,MV,184,1,1
11327,IPC,354,2,2
11327,MV,196,3,3
11328,POCSO,8,1,1
11328,MV,185,2,2
11329,MV,185,1,1
11329,POCSO,6,2,2
11329,IT,66C,3,3
11330,ARMS,25,1,1
11330,IT,66D,2,2
11330,IT,66,3,3
11331,MV,185,1,1
11331,ARMS,27,2,2
11331,IT,66,3,3
11332,IPC,379,1,1
11333,POCSO,10,1,1
11333,ARMS,27,2,2
11334,POCSO,4,1,1
11335,IT,67,1,1
11336,ARMS,25,1,1
11337,POCSO,10,1,1
11337,POCSO,4,2,2
11337,NDPS,22,3,3
11338,IT,67,1,1
11338,IPC,406,2,2
11339,POCSO,4,1,1
11339,IT,66C,2,2
11340,IPC,302,1,1
11341,IT,67,1,1
11341,IT,66C,2,2
11341,NDPS,20,3,3
11342,NDPS,22,1,1
11342,POCSO,10,2,2
11343,MV,196,1,1
11343,ARMS,25,2,2
11343,MV,185,3,3
11344,NDPS,8,1,1
11344,IPC,379,2,2
11344,MV,184,3,3
11345,ARMS,25,1,1
11345,NDPS,8,2,2
11346,MV,196,1,1
11347,POCSO,4,1,1
11347,ARMS,25,2,2
11347,IT,67,3,3
11348,POCSO,10,1,1
11348,POCSO,10,2,2
11348,ARMS,25,3,3
11349,IT,67,1,1
11350,IPC,323,1,1
11350,MV,196,2,2
11350,MV,185,3,3
11351,IPC,379,1,1
11351,NDPS,21,2,2
11352,IPC,406,1,1
11352,MV,185,2,2
11352,IT,66,3,3
11353,IPC,420,1,1
11353,POCSO,10,2,2
11353,ARMS,25,3,3
11354,MV,196,1,1
11354,ARMS,27,2,2
11354,NDPS,8,3,3
11355,IPC,406,1,1
11355,IPC,324,2,2
11355,NDPS,20,3,3
11356,IPC,406,1,1
11356,ARMS,25,2,2
11357,IT,66D,1,1
11357,MV,196,2,2
11357,IT,66,3,3
11358,NDPS,20,1,1
11359,IPC,354,1,1
11360,IT,66,1,1
11360,ARMS,25,2,2
11361,IPC,498A,1,1
11362,POCSO,6,1,1
11363,IPC,406,1,1
11364,MV,184,1,1
11365,NDPS,22,1,1
11366,MV,185,1,1
11366,MV,196,2,2
11367,IT,66,1,1
11368,NDPS,21,1,1
11368,POCSO,6,2,2
11368,POCSO,8,3,3
11369,MV,196,1,1
11370,NDPS,20,1,1
11371,NDPS,22,1,1
11371,ARMS,27,2,2
11372,MV,184,1,1
11372,IPC,323,2,2
11372,MV,185,3,3
11373,NDPS,20,1,1
11374,IPC,307,1,1
11375,ARMS,25,1,1
11375,MV,196,2,2
11376,ARMS,25,1,1
11377,ARMS,27,1,1
11377,MV,185,2,2
11378,IPC,420,1,1
11379,MV,184,1,1
11380,IPC,379,1,1
11380,NDPS,8,2,2
11380,POCSO,10,3,3
11381,IPC,324,1,1
11381,POCSO,10,2,2
11381,POCSO,4,3,3
11382,IT,66,1,1
11382,IT,66D,2,2
11382,NDPS,22,3,3
11383,POCSO,6,1,1
11384,NDPS,21,1,1
11384,MV,185,2,2
11385,MV,185,1,1
11385,IT,66D,2,2
11386,IPC,354,1,1
11387,ARMS,25,1,1
11387,IPC,498A,2,2
11387,IT,67,3,3
11388,MV,185,1,1
11388,MV,185,2,2
11388,MV,196,3,3
11389,IPC,379,1,1
11389,NDPS,22,2,2
11389,NDPS,20,3,3
11390,ARMS,27,1,1
11390,ARMS,27,2,2
11391,IPC,307,1,1
11391,MV,196,2,2
11392,IPC,379,1,1
11392,POCSO,4,2,2
11393,NDPS,8,1,1
11393,NDPS,22,2,2
11393,POCSO,10,3,3
11394,ARMS,25,1,1
11395,NDPS,22,1,1
11395,IPC,498A,2,2
11396,NDPS,21,1,1
11396,ARMS,25,2,2
11397,IPC,376,1,1
11398,POCSO,4,1,1
11399,ARMS,27,1,1
11399,IPC,498A,2,2
11399,NDPS,20,3,3
11400,IPC,392,1,1
11401,IPC,406,1,1
11402,IT,67,1,1
11402,POCSO,6,2,2
11402,POCSO,4,3,3
11403,NDPS,22,1,1
11403,ARMS,27,2,2
11403,ARMS,25,3,3
11404,IT,66D,1,1
11404,ARMS,25,2,2
11405,POCSO,8,1,1
11406,IPC,354,1,1
11407,ARMS,25,1,1
11407,IT,66,2,2
11407,IT,66D,3,3
11408,MV,185,1,1
11408,MV,184,2,2
11408,MV,196,3,3
11409,POCSO,4,1,1
11409,IPC,307,2,2
11410,IT,66C,1,1
11410,ARMS,27,2,2
11411,IPC,498A,1,1
11411,ARMS,25,2,2
11411,POCSO,8,3,3
11412,IPC,324,1,1
11412,NDPS,20,2,2
11412,NDPS,21,3,3
11413,MV,185,1,1
11414,IPC,406,1,1
11415,MV,184,1,1
11416,IT,66D,1,1
11417,IPC,392,1,1
11417,MV,185,2,2
11417,ARMS,25,3,3
11418,IPC,498A,1,1
11418,ARMS,25,2,2
11418,NDPS,22,3,3
11419,MV,196,1,1
11419,IT,66,2,2
11420,IPC,354,1,1
11420,MV,185,2,2
11421,MV,184,1,1
11421,NDPS,22,2,2
11421,MV,196,3,3
11422,NDPS,22,1,1
11423,ARMS,25,1,1
11423,MV,184,2,2
11423,MV,184,3,3
11424,ARMS,27,1,1
11425,IT,66,1,1
11425,MV,196,2,2
11426,MV,196,1,1
11427,IPC,323,1,1
11427,ARMS,25,2,2
11428,IT,66,1,1
11429,NDPS,20,1,1
11430,NDPS,20,1,1
11430,IT,66C,2,2
11431,ARMS,25,1,1
11432,MV,196,1,1
11432,ARMS,25,2,2
11433,IT,66D,1,1
11433,NDPS,8,2,2
11433,IT,66,3,3
11434,IPC,406,1,1
11434,NDPS,22,2,2
11434,IPC,406,3,3
11435,POCSO,10,1,1
11435,MV,184,2,2
11436,POCSO,6,1,1
11436,POCSO,8,2,2
11436,POCSO,4,3,3
11437,POCSO,4,1,1
11437,IPC,324,2,2
11437,NDPS,22,3,3
11438,IT,66C,1,1
11438,IT,66D,2,2
11439,IT,67,1,1
11440,MV,185,1,1
11441,POCSO,6,1,1
11442,IPC,323,1,1
11443,NDPS,21,1,1
11444,IPC,376,1,1
11444,ARMS,25,2,2
11445,NDPS,22,1,1
11445,IPC,302,2,2
11446,POCSO,4,1,1
11446,NDPS,21,2,2
11446,IT,66C,3,3
11447,POCSO,8,1,1
11447,NDPS,21,2,2
11448,MV,196,1,1
11448,POCSO,4,2,2
11449,MV,184,1,1
11450,IPC,379,1,1
11451,POCSO,10,1,1
11451,POCSO,6,2,2
11451,IT,66,3,3
11452,IT,67,1,1
11453,IPC,324,1,1
11453,POCSO,8,2,2
11454,IPC,498A,1,1
11455,IT,66D,1,1
11455,MV,185,2,2
11456,POCSO,4,1,1
11456,NDPS,8,2,2
11457,POCSO,4,1,1
11457,NDPS,8,2,2
11458,IPC,392,1,1
11458,MV,196,2,2
11459,ARMS,25,1,1
11459,IPC,376,2,2
11460,POCSO,8,1,1
11460,ARMS,25,2,2
11461,IPC,376,1,1
11461,IPC,420,2,2
11461,ARMS,27,3,3
11462,MV,185,1,1
11462,NDPS,21,2,2
11462,IPC,379,3,3
11463,NDPS,22,1,1
11464,MV,184,1,1
11464,IT,66C,2,2
11465,POCSO,4,1,1
11465,ARMS,25,2,2
11465,IPC,376,3,3
11466,NDPS,21,1,1
11467,ARMS,27,1,1
11467,ARMS,27,2,2
11467,IT,67,3,3
11468,POCSO,4,1,1
11468,NDPS,22,2,2
11469,POCSO,10,1,1
11469,IPC,420,2,2
11469,ARMS,25,3,3
11470,MV,185,1,1
11470,IT,67,2,2
11471,IT,66D,1,1
11471,ARMS,25,2,2
11472,ARMS,25,1,1
11472,IT,66D,2,2
11473,MV,185,1,1
11473,POCSO,8,2,2
11473,MV,184,3,3
11474,IT,66C,1,1
11474,ARMS,27,2,2
11475,ARMS,25,1,1
