ID,ArrestSurrenderID,AccusedMasterID
6846,5873,16553
6847,5874,16556
6848,5875,16562
6849,5876,16565
6850,5877,16564
6851,5878,16566
6852,5879,16568
6853,5880,16570
6854,5881,16574
6855,5882,16577
6856,5883,16576
6857,5883,16577
6858,5884,16580
6859,5885,16583
6860,5886,16586
6861,5886,16584
6862,5887,16587
6863,5888,16588
6864,5889,16593
6865,5890,16595
6866,5891,16596
6867,5892,16597
6868,5893,16598
6869,5894,16599
6870,5895,16603
6871,5896,16601
6872,5897,16605
6873,5898,16607
6874,5899,16609
6875,5899,16608
6876,5900,16608
6877,5901,16610
6878,5902,16613
6879,5903,16617
6880,5904,16618
6881,5905,16621
6882,5905,16619
6883,5906,16619
6884,5907,16627
6885,5907,16629
6886,5908,16630
6887,5909,16633
6888,5910,16634
6889,5911,16635
6890,5912,16638
6891,5913,16643
6892,5914,16647
6893,5915,16657
6894,5915,16659
6895,5916,16656
6896,5917,16660
6897,5917,16661
6898,5918,16661
6899,5919,16663
6900,5920,16666
6901,5921,16669
6902,5922,16667
6903,5923,16671
6904,5924,16673
6905,5925,16675
6906,5926,16676
6907,5927,16682
6908,5927,16681
6909,5928,16681
6910,5929,16684
6911,5930,16683
6912,5931,16687
6913,5932,16686
6914,5932,16688
6915,5933,16690
6916,5934,16692
6917,5935,16693
6918,5936,16696
6919,5937,16697
6920,5938,16698
6921,5939,16710
6922,5940,16709
6923,5941,16712
6924,5942,16727
6925,5943,16728
6926,5944,16729
6927,5944,16728
6928,5945,16736
6929,5946,16737
6930,5947,16739
6931,5948,16738
6932,5949,16742
6933,5950,16748
6934,5951,16746
6935,5952,16751
6936,5953,16752
6937,5953,16751
6938,5954,16756
6939,5955,16762
6940,5955,16761
6941,5956,16763
6942,5956,16761
6943,5957,16766
6944,5957,16765
6945,5958,16767
6946,5959,16770
6947,5960,16771
6948,5961,16772
6949,5962,16774
6950,5962,16773
6951,5963,16776
6952,5963,16775
6953,5964,16777
6954,5965,16778
6955,5966,16779
6956,5967,16782
6957,5968,16788
6958,5969,16794
6959,5970,16798
6960,5971,16797
6961,5972,16805
6962,5973,16807
6963,5974,16808
6964,5974,16810
6965,5975,16811
6966,5976,16814
6967,5977,16820
6968,5978,16824
6969,5979,16833
6970,5980,16835
6971,5981,16838
6972,5982,16846
6973,5983,16849
6974,5984,16856
6975,5985,16853
6976,5986,16857
6977,5987,16858
6978,5988,16859
6979,5989,16860
6980,5990,16864
6981,5991,16870
6982,5992,16871
6983,5993,16875
6984,5994,16876
6985,5995,16877
6986,5996,16892
6987,5997,16893
6988,5998,16898
6989,5999,16897
6990,6000,16906
6991,6001,16918
6992,6002,16917
6993,6002,16918
6994,6003,16923
6995,6004,16921
6996,6004,16923
6997,6005,16931
6998,6006,16934
6999,6007,16933
7000,6007,16934
7001,6008,16935
7002,6009,16940
7003,6009,16942
7004,6010,16943
7005,6011,16946
7006,6012,16945
7007,6013,16950
7008,6013,16948
7009,6014,16952
7010,6015,16955
7011,6016,16958
7012,6017,16957
7013,6018,16960
7014,6019,16962
7015,6020,16961
7016,6021,16973
7017,6022,16972
7018,6023,16978
7019,6024,16980
7020,6025,16985
7021,6025,16984
7022,6026,16994
7023,6027,17004
7024,6028,17007
7025,6029,17012
7026,6030,17014
7027,6031,17015
7028,6032,17018
7029,6033,17016
7030,6033,17017
7031,6034,17020
7032,6035,17022
7033,6036,17023
7034,6037,17026
7035,6038,17034
7036,6039,17037
7037,6040,17043
7038,6041,17046
7039,6042,17047
7040,6043,17048
7041,6043,17047
7042,6044,17050
7043,6045,17049
7044,6046,17052
7045,6047,17054
7046,6048,17056
7047,6048,17054
7048,6049,17057
7049,6050,17058
7050,6050,17060
7051,6051,17061
7052,6052,17065
7053,6053,17070
7054,6053,17068
7055,6054,17073
7056,6055,17078
7057,6056,17082
7058,6057,17087
7059,6057,17088
7060,6058,17090
7061,6059,17089
7062,6060,17091
7063,6061,17100
7064,6062,17101
7065,6063,17102
7066,6064,17111
7067,6065,17115
7068,6066,17116
7069,6067,17119
7070,6068,17123
7071,6069,17122
7072,6069,17121
7073,6070,17125
7074,6071,17124
7075,6072,17129
7076,6073,17130
7077,6074,17131
7078,6075,17134
7079,6076,17133
7080,6077,17136
7081,6078,17137
7082,6079,17141
7083,6079,17140
7084,6080,17140
7085,6080,17141
7086,6081,17142
7087,6082,17146
7088,6083,17147
7089,6084,17150
7090,6085,17152
7091,6086,17153
7092,6087,17155
7093,6088,17161
7094,6089,17165
7095,6090,17166
7096,6091,17167
7097,6092,17169
7098,6093,17178
7099,6093,17177
7100,6094,17177
7101,6095,17179
7102,6096,17187
7103,6097,17186
7104,6097,17187
7105,6098,17188
7106,6099,17189
7107,6100,17192
7108,6101,17191
7109,6102,17193
7110,6103,17194
7111,6104,17195
7112,6105,17196
7113,6106,17209
7114,6106,17208
7115,6107,17213
7116,6108,17216
7117,6109,17214
7118,6109,17215
7119,6110,17221
7120,6111,17223
7121,6112,17224
7122,6113,17226
7123,6114,17231
7124,6115,17229
7125,6116,17232
7126,6117,17234
7127,6118,17237
7128,6119,17249
7129,6120,17251
7130,6121,17252
7131,6122,17253
7132,6123,17256
7133,6124,17259
7134,6125,17257
7135,6125,17258
7136,6126,17261
7137,6126,17262
7138,6127,17262
7139,6128,17266
7140,6129,17264
7141,6130,17269
7142,6131,17268
7143,6132,17272
7144,6132,17273
7145,6133,17279
7146,6134,17286
7147,6135,17288
7148,6135,17290
7149,6136,17295
7150,6137,17301
7151,6138,17303
7152,6138,17305
7153,6139,17312
7154,6140,17313
7155,6141,17314
7156,6142,17319
7157,6142,17317
7158,6143,17321
7159,6144,17320
7160,6145,17325
7161,6146,17328
7162,6147,17329
7163,6148,17336
7164,6148,17334
7165,6149,17337
7166,6150,17338
7167,6151,17339
7168,6152,17341
7169,6153,17344
7170,6154,17347
7171,6155,17348
7172,6156,17349
7173,6157,17350
7174,6158,17351
7175,6159,17363
7176,6160,17366
7177,6161,17365
7178,6162,17368
7179,6163,17369
7180,6164,17372
7181,6165,17373
7182,6166,17374
7183,6166,17376
7184,6167,17375
7185,6168,17378
7186,6169,17379
7187,6170,17382
7188,6171,17381
7189,6172,17383
7190,6173,17385
7191,6174,17391
7192,6175,17395
7193,6176,17400
7194,6177,17402
7195,6178,17404
7196,6179,17405
7197,6179,17404
7198,6180,17408
7199,6181,17411
7200,6181,17413
7201,6182,17416
7202,6183,17421
7203,6183,17422
7204,6184,17420
7205,6185,17423
7206,6186,17424
7207,6187,17426
7208,6188,17427
7209,6188,17426
7210,6189,17432
7211,6190,17435
7212,6191,17443
7213,6192,17447
7214,6193,17448
7215,6194,17451
7216,6195,17450
7217,6196,17452
7218,6197,17453
7219,6198,17458
7220,6199,17459
7221,6200,17461
7222,6201,17462
7223,6202,17464
7224,6203,17467
7225,6204,17472
7226,6205,17470
7227,6206,17475
7228,6207,17474
7229,6207,17475
7230,6208,17477
7231,6209,17483
7232,6210,17481
7233,6211,17491
7234,6212,17492
7235,6213,17493
7236,6214,17495
7237,6215,17496
7238,6216,17497
7239,6217,17498
7240,6218,17501
7241,6219,17500
7242,6219,17501
7243,6220,17503
7244,6220,17502
7245,6221,17502
7246,6222,17513
7247,6223,17518
7248,6224,17519
7249,6225,17522
7250,6225,17525
7251,6226,17524
7252,6227,17528
7253,6228,17531
7254,6229,17533
7255,6230,17536
7256,6231,17538
7257,6232,17539
7258,6233,17544
7259,6234,17546
7260,6235,17548
7261,6236,17553
7262,6236,17550
7263,6237,17550
7264,6238,17555
7265,6239,17561
7266,6240,17563
7267,6241,17567
7268,6241,17566
7269,6242,17568
7270,6243,17572
7271,6244,17571
7272,6245,17573
7273,6246,17577
7274,6247,17578
7275,6248,17579
7276,6249,17587
7277,6250,17589
7278,6251,17588
7279,6251,17589
7280,6252,17591
7281,6253,17595
7282,6253,17592
7283,6254,17593
7284,6255,17596
7285,6256,17598
7286,6257,17597
7287,6258,17601
7288,6259,17606
7289,6260,17604
7290,6261,17611
7291,6262,17612
7292,6263,17615
7293,6264,17614
7294,6265,17617
7295,6266,17618
7296,6267,17619
7297,6268,17621
7298,6269,17627
7299,6270,17632
7300,6271,17634
7301,6272,17638
7302,6272,17639
7303,6273,17644
7304,6274,17646
7305,6275,17647
7306,6276,17654
7307,6277,17655
7308,6278,17656
7309,6279,17661
7310,6280,17660
7311,6281,17662
7312,6282,17666
7313,6283,17669
7314,6284,17676
7315,6285,17679
7316,6286,17680
7317,6287,17683
7318,6288,17688
7319,6289,17693
7320,6290,17698
7321,6291,17702
7322,6292,17701
7323,6293,17704
7324,6294,17705
7325,6295,17708
7326,6296,17710
7327,6297,17715
7328,6297,17716
7329,6298,17716
7330,6299,17718
7331,6300,17720
7332,6301,17722
7333,6302,17723
7334,6303,17730
7335,6303,17732
7336,6304,17733
7337,6305,17735
7338,6306,17736
7339,6307,17741
7340,6308,17743
7341,6308,17744
7342,6309,17744
7343,6310,17745
7344,6311,17749
7345,6312,17747
7346,6313,17753
7347,6313,17750
7348,6314,17752
7349,6315,17754
7350,6316,17758
7351,6317,17759
7352,6318,17762
7353,6318,17763
7354,6319,17760
7355,6320,17765
7356,6321,17767
7357,6321,17769
7358,6322,17766
7359,6323,17773
7360,6324,17771
7361,6324,17772
7362,6325,17777
7363,6326,17781
7364,6327,17780
7365,6327,17779
7366,6328,17783
7367,6329,17788
7368,6330,17786
7369,6331,17791
7370,6332,17792
7371,6333,17793
7372,6334,17806
7373,6335,17805
7374,6335,17804
7375,6336,17809
7376,6337,17820
7377,6337,17821
7378,6338,17826
7379,6339,17832
7380,6340,17835
7381,6341,17838
7382,6342,17839
7383,6342,17840
7384,6343,17840
7385,6344,17844
7386,6345,17842
7387,6346,17845
7388,6347,17846
7389,6348,17856
7390,6349,17857
7391,6350,17871
7392,6351,17872
7393,6352,17877
7394,6353,17875
7395,6353,17877
7396,6354,17882
7397,6355,17883
7398,6356,17893
7399,6357,17894
7400,6358,17896
7401,6359,17898
7402,6359,17897
7403,6360,17903
7404,6361,17900
7405,6362,17916
7406,6363,17915
7407,6364,17917
7408,6364,17918
7409,6365,17919
7410,6366,17929
7411,6366,17927
7412,6367,17930
7413,6368,17937
7414,6368,17935
7415,6369,17935
7416,6370,17943
7417,6371,17944
7418,6372,17946
7419,6373,17948
7420,6374,17954
7421,6375,17960
7422,6375,17961
7423,6376,17959
7424,6377,17962
7425,6378,17963
7426,6379,17967
7427,6380,17969
7428,6381,17972
7429,6382,17974
7430,6382,17976
7431,6383,17979
7432,6384,17978
7433,6385,17980
7434,6386,17989
7435,6387,17992
7436,6388,17995
7437,6389,17999
7438,6390,18002
7439,6391,18000
7440,6392,18003
7441,6393,18010
7442,6394,18017
7443,6395,18016
7444,6396,18019
7445,6397,18022
7446,6398,18023
7447,6399,18027
7448,6400,18028
7449,6401,18029
7450,6402,18031
7451,6403,18033
7452,6404,18034
7453,6405,18042
7454,6406,18043
7455,6407,18047
7456,6408,18050
7457,6408,18048
7458,6409,18048
7459,6409,18049
7460,6410,18051
7461,6411,18052
7462,6412,18068
7463,6413,18069
7464,6414,18073
7465,6415,18074
7466,6416,18078
7467,6417,18079
7468,6417,18076
7469,6418,18084
7470,6419,18087
7471,6420,18091
7472,6421,18093
7473,6421,18092
7474,6422,18092
7475,6423,18094
7476,6423,18096
7477,6424,18096
7478,6425,18100
7479,6426,18102
7480,6427,18103
7481,6428,18105
7482,6429,18108
7483,6430,18112
7484,6431,18116
7485,6432,18115
7486,6433,18118
7487,6434,18117
7488,6435,18119
7489,6436,18131
7490,6437,18132
7491,6438,18135
7492,6439,18136
7493,6440,18138
7494,6441,18137
7495,6441,18138
7496,6442,18139
7497,6443,18141
7498,6444,18142
7499,6445,18144
7500,6446,18145
7501,6447,18153
7502,6448,18152
7503,6449,18156
7504,6449,18155
7505,6450,18155
7506,6451,18158
7507,6452,18160
7508,6453,18159
7509,6454,18161
7510,6455,18162
7511,6456,18166
7512,6457,18169
7513,6457,18168
7514,6458,18171
7515,6459,18173
7516,6460,18176
7517,6461,18177
7518,6462,18178
7519,6463,18181
7520,6464,18180
7521,6465,18183
7522,6466,18188
7523,6467,18186
7524,6468,18191
7525,6469,18192
7526,6470,18199
7527,6471,18200
7528,6472,18206
7529,6473,18205
7530,6473,18206
7531,6474,18207
7532,6475,18209
7533,6476,18210
7534,6477,18211
7535,6478,18212
7536,6479,18213
7537,6480,18217
7538,6481,18215
7539,6482,18219
7540,6483,18221
7541,6484,18226
7542,6485,18224
7543,6486,18227
7544,6486,18229
7545,6487,18229
7546,6488,18237
7547,6489,18236
7548,6490,18238
7549,6490,18240
7550,6491,18241
7551,6492,18247
7552,6492,18248
7553,6493,18248
7554,6494,18249
7555,6494,18250
7556,6495,18253
7557,6496,18254
7558,6497,18255
7559,6498,18258
7560,6498,18257
7561,6499,18256
7562,6500,18261
7563,6501,18259
7564,6502,18275
7565,6503,18276
7566,6504,18277
7567,6504,18278
7568,6505,18279
7569,6506,18280
7570,6507,18288
7571,6508,18287
7572,6509,18289
7573,6509,18290
7574,6510,18291
7575,6510,18289
7576,6511,18293
7577,6512,18294
7578,6513,18298
7579,6514,18297
7580,6515,18301
7581,6516,18308
7582,6517,18313
7583,6517,18314
7584,6518,18314
7585,6519,18315
7586,6520,18317
7587,6521,18318
7588,6521,18319
7589,6522,18320
7590,6522,18319
7591,6523,18322
7592,6524,18323
7593,6525,18330
7594,6526,18332
7595,6527,18333
7596,6528,18334
7597,6529,18335
7598,6530,18337
7599,6531,18343
7600,6532,18346
7601,6533,18345
7602,6534,18347
7603,6535,18348
7604,6536,18350
7605,6537,18351
7606,6538,18355
7607,6539,18356
7608,6540,18357
7609,6541,18358
7610,6542,18362
7611,6543,18365
7612,6544,18372
7613,6545,18378
7614,6546,18381
7615,6546,18380
7616,6547,18380
7617,6548,18386
7618,6549,18388
7619,6549,18387
7620,6550,18387
7621,6550,18388
7622,6551,18389
7623,6552,18392
7624,6553,18398
7625,6554,18404
7626,6555,18403
7627,6556,18410
7628,6557,18422
7629,6557,18421
7630,6558,18419
7631,6559,18443
7632,6559,18442
7633,6560,18442
7634,6560,18443
7635,6561,18449
7636,6562,18456
7637,6562,18455
7638,6563,18455
7639,6564,18460
7640,6565,18461
7641,6566,18465
7642,6567,18468
7643,6568,18471
7644,6569,18477
7645,6570,18476
7646,6571,18479
7647,6572,18481
7648,6573,18488
7649,6574,18487
7650,6575,18489
7651,6576,18493
7652,6577,18494
7653,6578,18499
7654,6579,18500
7655,6580,18508
7656,6581,18510
7657,6582,18519
7658,6582,18520
7659,6583,18521
7660,6584,18522
7661,6585,18523
7662,6586,18525
7663,6587,18529
7664,6588,18530
7665,6589,18532
7666,6590,18535
7667,6590,18534
7668,6591,18533
7669,6592,18537
7670,6593,18541
7671,6594,18539
7672,6595,18542
7673,6596,18546
7674,6596,18544
7675,6597,18550
7676,6598,18555
7677,6599,18552
7678,6600,18558
7679,6601,18559
7680,6602,18560
7681,6602,18561
7682,6603,18561
7683,6604,18564
7684,6605,18565
7685,6606,18566
7686,6607,18569
7687,6608,18574
7688,6608,18575
7689,6609,18573
7690,6610,18577
7691,6611,18578
7692,6612,18580
7693,6613,18581
7694,6614,18582
7695,6615,18583
7696,6616,18584
7697,6617,18591
7698,6618,18599
7699,6618,18600
7700,6619,18600
7701,6620,18607
7702,6621,18608
7703,6622,18609
7704,6623,18614
7705,6624,18613
7706,6625,18615
7707,6626,18616
7708,6627,18621
7709,6628,18624
7710,6629,18628
7711,6630,18632
7712,6631,18634
7713,6632,18635
7714,6632,18634
7715,6633,18638
7716,6633,18636
7717,6634,18637
7718,6635,18640
7719,6636,18641
7720,6637,18642
7721,6638,18643
7722,6639,18645
7723,6639,18644
7724,6640,18644
7725,6641,18647
7726,6642,18646
7727,6643,18652
7728,6644,18650
7729,6645,18657
7730,6646,18656
7731,6647,18659
7732,6648,18658
7733,6649,18662
7734,6650,18664
7735,6651,18665
7736,6652,18673
7737,6653,18677
7738,6654,18688
7739,6655,18691
7740,6656,18689
7741,6657,18693
7742,6658,18706
7743,6659,18704
7744,6660,18718
7745,6661,18721
7746,6661,18720
7747,6662,18723
7748,6663,18724
7749,6664,18726
7750,6665,18727
7751,6665,18728
7752,6666,18728
7753,6667,18730
7754,6668,18734
7755,6669,18733
7756,6670,18744
7757,6671,18745
7758,6672,18750
7759,6672,18749
7760,6673,18753
7761,6674,18758
7762,6674,18756
7763,6675,18759
7764,6676,18760
7765,6677,18762
7766,6678,18766
7767,6679,18767
7768,6680,18774
7769,6680,18775
7770,6681,18775
7771,6682,18780
7772,6683,18779
7773,6684,18781
7774,6684,18782
7775,6685,18782
7776,6686,18783
7777,6687,18786
7778,6688,18789
7779,6689,18791
7780,6690,18790
7781,6691,18801
7782,6692,18803
7783,6693,18805
7784,6694,18810
7785,6695,18815
7786,6696,18813
7787,6697,18816
7788,6698,18819
7789,6699,18820
7790,6700,18821
7791,6701,18822
7792,6702,18825
7793,6702,18826
7794,6703,18830
7795,6703,18828
7796,6704,18831
7797,6705,18840
7798,6706,18842
7799,6706,18841
7800,6707,18841
7801,6708,18844
7802,6709,18845
7803,6710,18846
7804,6711,18856
7805,6712,18857
7806,6713,18858
7807,6714,18864
7808,6715,18865
7809,6716,18873
7810,6717,18874
7811,6718,18883
7812,6719,18885
7813,6720,18889
7814,6720,18891
7815,6721,18888
7816,6721,18890
7817,6722,18894
7818,6722,18893
7819,6723,18896
7820,6724,18899
7821,6725,18900
7822,6726,18901
7823,6727,18905
7824,6728,18906
7825,6729,18913
7826,6730,18921
7827,6731,18922
7828,6732,18923
7829,6733,18929
7830,6734,18935
7831,6735,18938
7832,6736,18944
7833,6737,18942
7834,6738,18945
7835,6738,18946
7836,6739,18953
7837,6740,18959
7838,6741,18958
7839,6741,18960
7840,6742,18964
7841,6743,18963
7842,6744,18966
7843,6745,18965
7844,6746,18967
7845,6747,18969
7846,6748,18971
7847,6749,18978
7848,6750,18977
7849,6750,18978
7850,6751,18979
7851,6752,18982
7852,6753,18985
7853,6754,18986
7854,6755,18990
7855,6756,18993
7856,6757,18992
7857,6758,18995
7858,6759,18996
7859,6760,18998
7860,6761,19000
7861,6762,19002
7862,6762,19001
7863,6763,19004
7864,6764,19003
7865,6765,19011
7866,6766,19014
7867,6767,19015
7868,6768,19016
7869,6768,19017
7870,6769,19017
7871,6770,19022
7872,6771,19024
7873,6772,19023
7874,6773,19028
7875,6773,19027
7876,6774,19027
7877,6775,19032
7878,6776,19030
7879,6777,19033
7880,6778,19035
7881,6779,19036
7882,6780,19045
7883,6781,19047
7884,6782,19048
7885,6783,19049
7886,6784,19058
7887,6785,19057
7888,6786,19060
7889,6787,19062
7890,6788,19064
7891,6789,19065
7892,6790,19066
7893,6791,19067
7894,6792,19071
7895,6792,19069
7896,6793,19074
7897,6793,19072
7898,6794,19078
7899,6795,19076
7900,6796,19083
7901,6797,19085
7902,6798,19091
7903,6799,19095
7904,6800,19092
7905,6801,19106
7906,6802,19112
7907,6803,19111
7908,6803,19112
7909,6804,19113
7910,6805,19116
7911,6806,19118
7912,6807,19120
7913,6808,19126
7914,6808,19127
7915,6809,19129
7916,6810,19132
7917,6811,19135
7918,6812,19134
7919,6813,19139
7920,6814,19141
7921,6815,19145
7922,6816,19146
7923,6817,19147
7924,6818,19148
7925,6819,19150
7926,6819,19152
7927,6820,19157
7928,6821,19161
7929,6822,19165
7930,6823,19166
7931,6824,19174
7932,6825,19184
7933,6826,19185
7934,6827,19191
7935,6828,19192
7936,6828,19193
7937,6829,19193
7938,6829,19192
7939,6830,19194
7940,6831,19198
7941,6832,19200
7942,6833,19205
7943,6834,19203
7944,6835,19208
7945,6836,19206
7946,6837,19209
7947,6838,19212
7948,6838,19211
7949,6839,19214
7950,6839,19213
7951,6840,19213
7952,6840,19214
7953,6841,19217
7954,6842,19220
7955,6843,19218
7956,6843,19220
7957,6844,19222
7958,6845,19221
7959,6846,19232
7960,6846,19233
7961,6847,19235
7962,6848,19238
7963,6849,19237
7964,6849,19238
7965,6850,19240
7966,6851,19242
7967,6852,19248
7968,6853,19247
7969,6854,19249
7970,6855,19254
7971,6856,19261
7972,6857,19259
7973,6858,19266
7974,6859,19268
7975,6860,19267
7976,6860,19268
7977,6861,19271
7978,6862,19273
7979,6862,19272
7980,6863,19274
7981,6864,19275
7982,6865,19276
7983,6866,19278
7984,6867,19280
7985,6868,19281
7986,6869,19282
7987,6870,19288
7988,6871,19291
7989,6872,19298
7990,6873,19303
7991,6874,19302
7992,6875,19308
7993,6876,19309
7994,6876,19308
7995,6877,19322
7996,6878,19323
7997,6879,19328
7998,6880,19329
7999,6881,19332
8000,6882,19331
8001,6883,19335
8002,6884,19340
8003,6884,19339
8004,6885,19338
8005,6886,19344
8006,6886,19346
8007,6887,19346
8008,6888,19348
8009,6889,19350
8010,6890,19355
8011,6890,19356
8012,6891,19357
8013,6892,19364
8014,6893,19367
8015,6894,19370
8016,6895,19371
8017,6896,19374
8018,6896,19373
8019,6897,19376
8020,6898,19388
8021,6899,19386
8022,6900,19390
8023,6901,19389
8024,6901,19390
8025,6902,19393
8026,6903,19403
8027,6904,19405
8028,6905,19406
8029,6906,19410
8030,6907,19412
8031,6908,19413
8032,6908,19415
8033,6909,19421
8034,6910,19427
8035,6911,19428
8036,6912,19429
8037,6913,19432
8038,6914,19434
8039,6915,19440
8040,6916,19439
8041,6917,19442
8042,6918,19446
8043,6919,19447
8044,6920,19450
8045,6921,19452
8046,6922,19453
8047,6923,19454
8048,6924,19459
8049,6925,19474
8050,6926,19473
8051,6927,19476
8052,6928,19478
8053,6928,19477
8054,6929,19479
8055,6930,19480
8056,6930,19482
8057,6931,19484
8058,6932,19485
8059,6932,19484
8060,6933,19486
8061,6934,19489
8062,6935,19491
8063,6935,19490
8064,6936,19490
8065,6937,19492
8066,6938,19493
8067,6938,19492
8068,6939,19495
8069,6940,19498
8070,6941,19499
8071,6942,19502
8072,6943,19504
8073,6944,19507
8074,6945,19512
8075,6946,19514
8076,6947,19518
8077,6948,19517
8078,6949,19521
8079,6950,19522
8080,6951,19523
8081,6952,19525
8082,6953,19524
8083,6954,19532
8084,6955,19540
8085,6956,19542
8086,6957,19541
8087,6958,19546
8088,6959,19547
8089,6960,19548
8090,6961,19549
8091,6962,19554
8092,6963,19551
8093,6964,19564
8094,6965,19568
8095,6966,19567
8096,6967,19570
8097,6968,19572
8098,6969,19575
8099,6970,19573
8100,6970,19575
8101,6971,19578
8102,6972,19579
8103,6972,19578
8104,6973,19582
8105,6974,19580
8106,6975,19583
8107,6976,19587
8108,6976,19586
8109,6977,19586
8110,6978,19589
8111,6978,19590
8112,6979,19596
8113,6980,19597
8114,6981,19602
8115,6982,19606
8116,6983,19610
8117,6984,19618
8118,6985,19617
8119,6986,19619
8120,6987,19625
8121,6988,19630
8122,6989,19631
8123,6990,19635
8124,6991,19638
8125,6992,19639
8126,6993,19642
8127,6994,19649
8128,6995,19648
8129,6995,19649
8130,6996,19650
8131,6997,19651
8132,6998,19652
8133,6998,19651
8134,6999,19653
8135,7000,19656
8136,7000,19655
8137,7001,19659
8138,7002,19658
8139,7003,19661
8140,7004,19665
8141,7005,19674
8142,7006,19673
8143,7007,19684
8144,7008,19683
8145,7009,19685
8146,7010,19686
8147,7011,19691
8148,7012,19690
8149,7013,19694
8150,7014,19697
8151,7015,19699
8152,7016,19701
8153,7017,19702
8154,7017,19703
8155,7018,19704
8156,7019,19705
8157,7020,19713
8158,7021,19715
8159,7022,19718
8160,7023,19720
8161,7024,19723
8162,7025,19726
8163,7026,19729
8164,7027,19735
8165,7027,19736
8166,7028,19744
8167,7029,19749
8168,7030,19748
8169,7031,19758
8170,7031,19759
8171,7032,19761
8172,7033,19760
8173,7034,19764
8174,7035,19763
8175,7036,19765
8176,7037,19768
8177,7038,19772
8178,7039,19778
8179,7040,19779
8180,7041,19780
8181,7042,19783
8182,7043,19785
8183,7044,19789
8184,7045,19792
8185,7046,19791
8186,7047,19798
8187,7048,19800
8188,7049,19801
8189,7049,19800
8190,7050,19804
8191,7051,19809
8192,7052,19813
8193,7053,19811
8194,7054,19815
8195,7055,19829
8196,7056,19832
8197,7057,19838
8198,7058,19840
8199,7059,19848
8200,7060,19846
8201,7060,19848
8202,7061,19849
8203,7062,19850
8204,7063,19851
8205,7064,19852
8206,7064,19854
8207,7065,19853
8208,7065,19852
8209,7066,19859
8210,7067,19863
8211,7068,19866
8212,7069,19872
8213,7070,19870
8214,7071,19881
8215,7072,19882
8216,7072,19881
8217,7073,19883
8218,7074,19884
8219,7075,19885
8220,7075,19884
8221,7076,19890
8222,7077,19898
8223,7078,19902
8224,7079,19905
8225,7080,19904
8226,7081,19909
8227,7081,19911
8228,7082,19912
8229,7083,19915
8230,7084,19918
8231,7085,19919
8232,7086,19920
8233,7087,19921
8234,7088,19924
8235,7089,19931
8236,7090,19932
8237,7091,19933
8238,7092,19937
8239,7093,19943
8240,7094,19947
8241,7095,19950
8242,7096,19955
8243,7096,19953
8244,7097,19954
8245,7098,19961
8246,7099,19970
8247,7099,19971
8248,7100,19977
8249,7100,19976
8250,7101,19983
8251,7102,19987
8252,7103,19990
8253,7104,19992
8254,7105,19994
8255,7106,19996
8256,7107,19997
8257,7108,20003
8258,7109,20002
8259,7110,20005
8260,7110,20004
8261,7111,20004
8262,7111,20006
8263,7112,20009
8264,7113,20007
8265,7114,20011
8266,7115,20012
8267,7116,20014
8268,7117,20013
8269,7118,20021
8270,7119,20024
8271,7120,20023
8272,7121,20025
8273,7122,20026
8274,7122,20028
8275,7123,20027
8276,7124,20029
8277,7125,20030
8278,7126,20031
8279,7127,20033
8280,7128,20036
8281,7129,20043
8282,7129,20042
8283,7130,20045
8284,7131,20046
8285,7132,20054
8286,7133,20058
8287,7134,20059
8288,7135,20066
8289,7136,20063
8290,7136,20066
8291,7137,20068
8292,7137,20067
8293,7138,20067
8294,7139,20074
8295,7140,20082
8296,7141,20084
8297,7142,20087
8298,7143,20088
8299,7144,20096
8300,7145,20099
8301,7145,20098
8302,7146,20104
8303,7147,20106
8304,7148,20105
8305,7149,20116
8306,7150,20115
8307,7151,20125
8308,7152,20127
8309,7153,20129
8310,7154,20131
8311,7155,20130
8312,7156,20133
8313,7157,20134
8314,7158,20135
8315,7159,20137
8316,7160,20139
8317,7161,20141
8318,7162,20145
8319,7163,20151
8320,7164,20153
8321,7165,20154
8322,7166,20156
8323,7167,20158
8324,7168,20161
8325,7169,20159
8326,7170,20162
8327,7171,20168
8328,7172,20166
8329,7173,20170
8330,7174,20173
8331,7175,20176
8332,7175,20177
8333,7176,20177
8334,7177,20181
8335,7177,20178
8336,7178,20183
8337,7179,20189
8338,7180,20191
8339,7180,20190
8340,7181,20194
8341,7182,20195
8342,7182,20194
8343,7183,20199
8344,7183,20197
8345,7184,20200
8346,7185,20201
8347,7186,20202
8348,7187,20203
8349,7188,20205
8350,7189,20208
8351,7189,20207
8352,7190,20207
8353,7191,20210
8354,7192,20212
8355,7193,20213
8356,7194,20217
8357,7195,20216
8358,7196,20221
8359,7197,20226
8360,7198,20225
8361,7199,20229
8362,7200,20228
8363,7201,20232
8364,7201,20233
8365,7202,20233
8366,7202,20232
8367,7203,20234
8368,7204,20238
8369,7205,20237
8370,7206,20245
8371,7207,20243
8372,7208,20246
8373,7209,20248
8374,7210,20249
8375,7211,20254
8376,7212,20255
8377,7213,20256
8378,7214,20263
8379,7215,20270
8380,7216,20267
8381,7217,20275
8382,7218,20285
8383,7219,20296
8384,7220,20305
8385,7221,20307
8386,7221,20306
8387,7222,20309
8388,7223,20313
8389,7224,20314
8390,7225,20317
8391,7226,20316
8392,7227,20320
8393,7228,20319
8394,7228,20321
8395,7229,20328
8396,7230,20325
8397,7230,20327
8398,7231,20347
