CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
129,400280220202300002,202300002,2023-10-11,2448,220,3,1,5,20,1,55,2023-10-08 10:00:00,2023-10-08 21:00:00,2023-10-10 15:00:00,12.032112,77.349029,Complainant reported misappropriation of entrusted property.
130,400230173202400001,202400001,2024-02-23,1886,173,3,1,5,19,2,46,2024-02-17 03:16:00,2024-02-18 23:16:00,2024-02-21 09:16:00,15.115999,76.753404,Complainant reported the use of forged documents by the accused.
131,100060038202200001,202200001,2022-11-17,407,38,1,2,5,18,1,12,2022-11-11 21:25:00,2022-11-13 13:25:00,2022-11-16 08:25:00,14.478064,74.679933,Complainant reported being deceived into a financial loss by the accused.
132,100010008202400001,202400001,2024-06-15,88,8,1,2,1,4,1,2,2024-06-12 23:37:00,2024-06-14 11:37:00,2024-06-15 05:37:00,12.24905,77.969623,Complainant reported being physically assaulted by the accused.
133,800210155202300001,202300001,2023-11-06,1688,155,4,1,1,4,2,41,2023-11-03 08:21:00,2023-11-04 10:21:00,2023-11-05 22:21:00,12.458435,75.469257,Complainant reported being physically assaulted by the accused.
134,800110082202200001,202200001,2022-05-20,902,82,4,2,3,12,5,22,2022-05-17 15:48:00,2022-05-18 15:48:00,2022-05-19 11:48:00,16.955233,78.025518,Complainant reported harassment related to dowry demands.
135,800050032202500001,202500001,2025-12-02,342,32,4,1,1,3,6,10,2025-11-27 22:59:00,2025-11-29 00:59:00,2025-11-30 01:59:00,15.852016,78.290491,Complainant reported a physical assault resulting in serious injury.
136,800030020202500001,202500001,2025-02-01,213,20,4,2,2,7,2,5,2025-01-31 15:44:00,2025-02-01 01:44:00,2025-02-01 01:44:00,13.462314,76.860951,Complainant reported that the premises were broken into and valuables removed.
137,400270211202600001,202600001,2026-02-01,2337,211,3,1,3,13,2,54,2026-01-28 14:08:00,2026-01-30 13:08:00,2026-02-01 03:08:00,13.063575,77.792967,Complainant reported an act of sexual assault by the accused.
138,300190140202300001,202300001,2023-09-06,1527,140,2,2,2,8,3,37,2023-09-01 21:26:00,2023-09-03 03:26:00,2023-09-04 05:26:00,13.460697,77.675547,Complainant reported being robbed of belongings by the accused.
139,400220162202300001,202300001,2023-10-03,1755,162,3,1,5,21,1,43,2023-09-29 17:53:00,2023-09-30 19:53:00,2023-10-03 00:53:00,14.348549,76.549311,Complainant reported an online fraud resulting in financial loss.
140,400190142202300001,202300001,2023-09-27,1556,142,3,3,4,15,1,37,2023-09-24 17:51:00,2023-09-26 10:51:00,2023-09-26 21:51:00,12.225706,74.69634,Complainant reported a violent disturbance involving a group at the location.
141,100100068202200001,202200001,2022-08-02,728,68,1,1,3,11,3,19,2022-07-30 19:42:00,2022-07-31 22:42:00,2022-08-01 21:42:00,12.051719,76.565404,Complainant reported repeated harassment and abuse within the household.
142,100080050202400001,202400001,2024-08-13,531,50,1,3,5,19,6,16,2024-08-09 14:22:00,2024-08-11 08:22:00,2024-08-13 11:22:00,14.086218,77.602336,Complainant reported the use of forged documents by the accused.
143,800090061202300001,202300001,2023-05-19,655,61,4,3,4,17,4,17,2023-05-14 01:50:00,2023-05-15 21:50:00,2023-05-18 14:50:00,16.8906,74.561733,Complainant reported a disturbance affecting public order in the area.
144,100120093202200001,202200001,2022-10-13,1036,93,1,2,1,1,1,24,2022-10-11 08:28:00,2022-10-12 22:28:00,2022-10-13 12:28:00,14.136575,77.617899,Complainant reported the death of the victim under suspicious circumstances at the scene.
145,100230177202600001,202600001,2026-01-31,1939,177,1,2,5,20,2,46,2026-01-25 20:16:00,2026-01-26 14:16:00,2026-01-29 02:16:00,14.387935,76.143595,Complainant reported misappropriation of entrusted property.
146,400240188202500001,202500001,2025-07-13,2079,188,3,2,5,18,3,48,2025-07-10 18:36:00,2025-07-11 13:36:00,2025-07-11 15:36:00,16.765011,74.939576,Complainant reported being deceived into a financial loss by the accused.
147,100020014202500001,202500001,2025-07-28,159,14,1,2,4,17,2,3,2025-07-24 19:39:00,2025-07-25 05:39:00,2025-07-27 07:39:00,13.431602,76.169244,Complainant reported a disturbance affecting public order in the area.
148,800060040202300001,202300001,2023-12-06,438,40,4,1,1,2,2,12,2023-12-03 04:39:00,2023-12-04 01:39:00,2023-12-05 14:39:00,12.832725,75.100085,Complainant alleges the accused attacked the victim with intent to kill.
149,800010006202400001,202400001,2024-12-19,59,6,4,1,5,18,1,2,2024-12-16 07:37:00,2024-12-16 18:37:00,2024-12-18 21:37:00,15.708041,76.236776,Complainant reported being deceived into a financial loss by the accused.
150,100160119202400002,202400002,2024-01-01,1314,119,1,3,1,2,1,31,2023-12-29 18:41:00,2023-12-30 15:41:00,2024-01-01 22:41:00,14.162123,74.928926,Complainant alleges the accused attacked the victim with intent to kill.
151,400080057202600001,202600001,2026-01-31,617,57,3,1,3,12,6,15,2026-01-27 02:42:00,2026-01-28 06:42:00,2026-01-30 21:42:00,18.190536,77.301743,Complainant reported harassment related to dowry demands.
152,300180134202400001,202400001,2024-11-30,1469,134,2,3,3,13,5,35,2024-11-27 16:23:00,2024-11-28 18:23:00,2024-11-29 22:23:00,12.169759,75.387302,Complainant reported an act of sexual assault by the accused.
153,100220168202300001,202300001,2023-01-23,1836,168,1,1,3,11,5,44,2023-01-22 03:06:00,2023-01-22 20:06:00,2023-01-22 23:06:00,17.066034,74.836504,Complainant reported repeated harassment and abuse within the household.
154,400230177202400001,202400001,2024-01-07,1935,177,3,3,3,14,2,45,2024-01-03 13:37:00,2024-01-03 21:37:00,2024-01-06 21:37:00,13.823539,76.502243,Complainant reported being repeatedly followed and harassed by the accused.
155,400100075202600001,202600001,2026-05-03,830,75,3,2,3,12,6,19,2026-04-29 04:23:00,2026-04-29 11:23:00,2026-05-02 05:23:00,16.347179,74.333728,Complainant reported harassment related to dowry demands.
156,800090063202200001,202200001,2022-07-27,678,63,4,3,3,13,4,18,2022-07-22 06:26:00,2022-07-23 22:26:00,2022-07-25 02:26:00,12.556248,77.983016,Complainant reported an act of sexual assault by the accused.
157,100180136202400001,202400001,2024-11-27,1502,136,1,2,2,7,1,36,2024-11-23 21:16:00,2024-11-25 11:16:00,2024-11-26 23:16:00,17.561615,76.797273,Complainant reported that the premises were broken into and valuables removed.
158,100190140202400001,202400001,2024-05-08,1530,140,1,2,1,2,1,38,2024-05-03 02:22:00,2024-05-04 03:22:00,2024-05-06 04:22:00,13.911527,77.191966,Complainant alleges the accused attacked the victim with intent to kill.
159,800130096202600001,202600001,2026-04-14,1055,96,4,1,1,3,3,25,2026-04-10 13:51:00,2026-04-11 22:51:00,2026-04-14 04:51:00,12.179275,76.670788,Complainant reported a physical assault resulting in serious injury.
160,300120087202600001,202600001,2026-02-16,955,87,2,3,5,19,5,23,2026-02-11 09:10:00,2026-02-12 09:10:00,2026-02-14 12:10:00,12.565779,76.206561,Complainant reported the use of forged documents by the accused.
161,300230172202500001,202500001,2025-02-28,1867,172,2,2,4,17,3,46,2025-02-24 07:00:00,2025-02-25 17:00:00,2025-02-28 04:00:00,18.001363,74.134443,Complainant reported a disturbance affecting public order in the area.
162,400090062202200001,202200001,2022-07-03,666,62,3,1,4,16,6,18,2022-06-28 23:42:00,2022-06-30 05:42:00,2022-07-02 14:42:00,12.238763,76.885696,Complainant reported an unauthorized gathering causing disturbance.
163,400270213202300001,202300001,2023-12-23,2356,213,3,2,2,7,5,54,2023-12-22 05:08:00,2023-12-22 10:08:00,2023-12-22 19:08:00,13.258365,76.906951,Complainant reported that the premises were broken into and valuables removed.
164,400070048202300001,202300001,2023-04-29,521,48,3,2,5,20,5,14,2023-04-23 10:18:00,2023-04-24 18:18:00,2023-04-27 10:18:00,13.007709,76.313985,Complainant reported misappropriation of entrusted property.
165,100230174202500001,202500001,2025-01-13,1893,174,1,2,1,3,6,46,2025-01-09 10:05:00,2025-01-10 23:05:00,2025-01-11 02:05:00,16.806693,75.359115,Complainant reported a physical assault resulting in serious injury.
166,400020014202600001,202600001,2026-02-18,157,14,3,2,1,3,5,4,2026-02-16 19:43:00,2026-02-16 22:43:00,2026-02-18 03:43:00,17.879545,77.278247,Complainant reported a physical assault resulting in serious injury.
167,400080051202300001,202300001,2023-01-10,547,51,3,1,5,18,6,15,2023-01-05 19:27:00,2023-01-07 02:27:00,2023-01-08 03:27:00,14.645479,76.367272,Complainant reported being deceived into a financial loss by the accused.
168,800220166202500001,202500001,2025-04-03,1802,166,4,1,5,21,4,43,2025-03-30 18:10:00,2025-03-31 05:10:00,2025-04-02 11:10:00,14.557873,76.416255,Complainant reported an online fraud resulting in financial loss.
169,400070047202400001,202400001,2024-03-08,509,47,3,1,1,1,6,13,2024-03-04 14:06:00,2024-03-05 14:06:00,2024-03-07 08:06:00,15.349765,74.94812,Complainant reported the death of the victim under suspicious circumstances at the scene.
170,100050032202200001,202200001,2022-09-12,351,32,1,3,5,21,4,9,2022-09-10 08:10:00,2022-09-11 20:10:00,2022-09-11 22:10:00,16.09866,76.80327,Complainant reported an online fraud resulting in financial loss.
171,800220170202500001,202500001,2025-10-10,1856,170,4,1,2,9,6,44,2025-10-05 15:50:00,2025-10-06 04:50:00,2025-10-08 02:50:00,13.666716,78.328849,Complainant reported that a vehicle was stolen from the parking area.
172,400070046202500001,202500001,2025-09-03,497,46,3,1,2,8,1,14,2025-08-31 11:33:00,2025-09-01 17:33:00,2025-09-01 17:33:00,17.727426,75.408275,Complainant reported being robbed of belongings by the accused.
173,300150111202500001,202500001,2025-08-21,1224,111,2,1,5,19,6,29,2025-08-17 07:58:00,2025-08-19 06:58:00,2025-08-21 20:58:00,17.342847,76.756307,Complainant reported the use of forged documents by the accused.
174,300090066202300001,202300001,2023-02-11,725,66,2,3,4,16,3,17,2023-02-10 23:46:00,2023-02-11 05:46:00,2023-02-11 19:46:00,13.225204,75.686668,Complainant reported an unauthorized gathering causing disturbance.
175,100270210202400001,202400001,2024-06-30,2326,210,1,2,1,3,6,54,2024-06-25 11:20:00,2024-06-27 11:20:00,2024-06-28 15:20:00,14.685537,74.240628,Complainant reported a physical assault resulting in serious injury.
176,300140103202600001,202600001,2026-04-01,1132,103,2,1,1,1,5,28,2026-03-28 02:27:00,2026-03-30 01:27:00,2026-04-01 16:27:00,13.7132,74.246187,Complainant reported the death of the victim under suspicious circumstances at the scene.
177,100220165202300001,202300001,2023-07-28,1800,165,1,2,1,5,5,43,2023-07-25 09:23:00,2023-07-25 11:23:00,2023-07-26 05:23:00,12.794789,77.350583,Complainant reported that the victim was forcibly taken away by the accused.
178,400160125202600001,202600001,2026-02-02,1377,125,3,2,1,1,2,31,2026-01-30 21:59:00,2026-02-01 02:59:00,2026-02-01 18:59:00,17.7421,78.419751,Complainant reported the death of the victim under suspicious circumstances at the scene.
179,100200146202200001,202200001,2022-01-10,1587,146,1,2,2,9,3,39,2022-01-06 05:00:00,2022-01-06 13:00:00,2022-01-08 13:00:00,17.087033,75.198161,Complainant reported that a vehicle was stolen from the parking area.
180,100080056202300001,202300001,2023-08-19,610,56,1,3,2,8,6,15,2023-08-17 05:04:00,2023-08-17 08:04:00,2023-08-19 00:04:00,13.257054,75.363678,Complainant reported being robbed of belongings by the accused.
181,800200145202200001,202200001,2022-01-23,1581,145,4,2,3,14,2,40,2022-01-22 00:22:00,2022-01-22 08:22:00,2022-01-22 18:22:00,16.351496,74.548754,Complainant reported being repeatedly followed and harassed by the accused.
182,800100073202600001,202600001,2026-04-16,806,73,4,2,5,20,2,20,2026-04-12 11:21:00,2026-04-13 11:21:00,2026-04-14 01:21:00,12.865238,76.025037,Complainant reported misappropriation of entrusted property.
183,400220167202500001,202500001,2025-08-07,1820,167,3,2,3,13,2,44,2025-08-06 06:46:00,2025-08-06 19:46:00,2025-08-06 19:46:00,18.069711,74.597025,Complainant reported an act of sexual assault by the accused.
184,400080056202400001,202400001,2024-01-01,612,56,3,1,5,19,6,15,2023-12-28 19:07:00,2023-12-30 13:07:00,2023-12-31 10:07:00,17.958287,75.824858,Complainant reported the use of forged documents by the accused.
185,100160122202200001,202200001,2022-09-13,1346,122,1,1,3,11,2,32,2022-09-09 03:07:00,2022-09-09 20:07:00,2022-09-12 17:07:00,16.975587,78.545301,Complainant reported repeated harassment and abuse within the household.
186,100170127202200001,202200001,2022-03-02,1393,127,1,3,3,13,2,33,2022-02-28 06:41:00,2022-02-28 06:41:00,2022-03-02 21:41:00,14.496924,76.321882,Complainant reported an act of sexual assault by the accused.
187,100110082202300001,202300001,2023-11-09,906,82,1,2,1,5,3,21,2023-11-06 20:09:00,2023-11-07 05:09:00,2023-11-08 22:09:00,12.319721,77.739249,Complainant reported that the victim was forcibly taken away by the accused.
188,800020017202400001,202400001,2024-11-19,190,17,4,2,5,20,5,3,2024-11-14 01:41:00,2024-11-15 14:41:00,2024-11-17 20:41:00,16.098892,75.730631,Complainant reported misappropriation of entrusted property.
189,400080054202300001,202300001,2023-05-25,583,54,3,3,1,5,2,15,2023-05-19 03:44:00,2023-05-20 18:44:00,2023-05-23 13:44:00,13.160832,77.742201,Complainant reported that the victim was forcibly taken away by the accused.
190,100090061202300001,202300001,2023-11-16,661,61,1,2,2,10,3,18,2023-11-14 17:39:00,2023-11-16 14:39:00,2023-11-16 22:39:00,14.778715,75.539635,Complainant reported intentional damage to property by the accused.
191,400190143202500001,202500001,2025-02-20,1568,143,3,1,2,8,5,37,2025-02-17 18:16:00,2025-02-17 23:16:00,2025-02-18 07:16:00,17.194497,77.62096,Complainant reported being robbed of belongings by the accused.
192,400260204202300001,202300001,2023-07-21,2270,204,3,3,2,8,5,51,2023-07-16 19:08:00,2023-07-18 06:08:00,2023-07-20 00:08:00,11.7416,75.310449,Complainant reported being robbed of belongings by the accused.
193,400170128202600001,202600001,2026-05-01,1402,128,3,1,2,9,5,33,2026-04-27 06:59:00,2026-04-27 23:59:00,2026-04-29 11:59:00,16.562136,77.002753,Complainant reported that a vehicle was stolen from the parking area.
194,800300237202500001,202500001,2025-06-19,2643,237,4,2,4,16,4,60,2025-06-16 00:41:00,2025-06-16 21:41:00,2025-06-17 06:41:00,16.550205,76.000699,Complainant reported an unauthorized gathering causing disturbance.
195,100090062202600001,202600001,2026-02-15,675,62,1,3,4,16,5,18,2026-02-12 10:51:00,2026-02-13 14:51:00,2026-02-14 05:51:00,18.120969,77.90018,Complainant reported an unauthorized gathering causing disturbance.
196,300010003202500001,202500001,2025-11-07,19,3,2,3,4,15,5,1,2025-11-04 10:05:00,2025-11-06 01:05:00,2025-11-07 03:05:00,16.761826,76.992152,Complainant reported a violent disturbance involving a group at the location.
197,100240182202400001,202400001,2024-08-28,1999,182,1,2,4,15,3,47,2024-08-24 14:56:00,2024-08-25 17:56:00,2024-08-26 15:56:00,14.41164,74.711572,Complainant reported a violent disturbance involving a group at the location.
198,800160124202300001,202300001,2023-01-15,1366,124,4,1,2,10,3,32,2023-01-12 15:26:00,2023-01-13 20:26:00,2023-01-15 17:26:00,13.695253,76.103185,Complainant reported intentional damage to property by the accused.
199,400240186202400001,202400001,2024-05-07,2053,186,3,3,5,21,4,47,2024-05-05 10:11:00,2024-05-05 22:11:00,2024-05-06 14:11:00,14.522894,74.243513,Complainant reported an online fraud resulting in financial loss.
200,100260204202500001,202500001,2025-08-23,2273,204,1,3,2,10,3,52,2025-08-18 13:59:00,2025-08-18 18:59:00,2025-08-21 11:59:00,16.795981,75.937632,Complainant reported intentional damage to property by the accused.
201,300080050202200001,202200001,2022-06-15,542,50,2,2,4,16,3,15,2022-06-11 08:53:00,2022-06-12 14:53:00,2022-06-13 20:53:00,15.238203,74.886308,Complainant reported an unauthorized gathering causing disturbance.
202,400010005202300001,202300001,2023-04-30,52,5,3,1,1,4,6,2,2023-04-26 16:30:00,2023-04-28 09:30:00,2023-04-29 13:30:00,18.346363,76.517718,Complainant reported being physically assaulted by the accused.
203,400140105202600001,202600001,2026-04-08,1178,105,3,3,2,7,5,27,2026-04-04 20:10:00,2026-04-06 16:10:00,2026-04-07 07:10:00,15.342566,75.575408,Complainant reported that the premises were broken into and valuables removed.
204,300090064202300001,202300001,2023-02-28,691,64,2,1,5,20,3,18,2023-02-22 22:38:00,2023-02-23 21:38:00,2023-02-26 08:38:00,17.320052,78.501337,Complainant reported misappropriation of entrusted property.
205,800220166202400001,202400001,2024-06-19,1812,166,4,1,3,14,6,44,2024-06-15 09:07:00,2024-06-16 20:07:00,2024-06-17 19:07:00,15.618883,74.736116,Complainant reported being repeatedly followed and harassed by the accused.
206,300130096202400001,202400001,2024-11-28,1054,96,2,3,1,3,4,25,2024-11-22 12:10:00,2024-11-24 05:10:00,2024-11-26 05:10:00,15.465669,75.816563,Complainant reported a physical assault resulting in serious injury.
207,300090065202500001,202500001,2025-03-06,705,65,2,1,2,9,5,18,2025-03-04 04:39:00,2025-03-05 02:39:00,2025-03-05 13:39:00,13.875804,78.154354,Complainant reported that a vehicle was stolen from the parking area.
208,100230176202400001,202400001,2024-08-13,1922,176,1,2,3,13,6,45,2024-08-08 04:14:00,2024-08-09 12:14:00,2024-08-12 11:14:00,15.209733,78.270357,Complainant reported an act of sexual assault by the accused.
209,300040027202600001,202600001,2026-03-19,305,27,2,1,5,18,6,8,2026-03-16 09:04:00,2026-03-17 22:04:00,2026-03-18 13:04:00,14.72529,76.63511,Complainant reported being deceived into a financial loss by the accused.
210,800130098202400001,202400001,2024-12-08,1086,98,4,3,1,5,2,26,2024-12-05 21:34:00,2024-12-07 15:34:00,2024-12-08 14:34:00,15.173653,74.841373,Complainant reported that the victim was forcibly taken away by the accused.
211,400200147202400001,202400001,2024-02-20,1600,147,3,3,5,18,4,40,2024-02-14 21:04:00,2024-02-16 18:04:00,2024-02-18 07:04:00,14.223248,78.092952,Complainant reported being deceived into a financial loss by the accused.
212,300300234202300002,202300002,2023-01-25,2604,234,2,1,1,2,4,60,2023-01-20 02:48:00,2023-01-22 01:48:00,2023-01-23 18:48:00,14.83272,76.976856,Complainant alleges the accused attacked the victim with intent to kill.
213,100110079202300001,202300001,2023-07-25,866,79,1,1,3,12,5,22,2023-07-21 01:39:00,2023-07-22 04:39:00,2023-07-24 18:39:00,17.933486,77.811129,Complainant reported harassment related to dowry demands.
214,100110082202400001,202400001,2024-10-10,903,82,1,2,4,16,3,21,2024-10-08 04:05:00,2024-10-08 14:05:00,2024-10-10 15:05:00,14.434138,75.078949,Complainant reported an unauthorized gathering causing disturbance.
215,100200147202600001,202600001,2026-02-20,1597,147,1,2,3,14,5,39,2026-02-15 16:48:00,2026-02-17 11:48:00,2026-02-18 18:48:00,16.90824,75.613548,Complainant reported being repeatedly followed and harassed by the accused.
216,300290224202300001,202300001,2023-07-06,2493,224,2,1,2,10,3,58,2023-07-04 18:29:00,2023-07-05 23:29:00,2023-07-06 14:29:00,16.115133,74.594054,Complainant reported intentional damage to property by the accused.
217,800120089202400001,202400001,2024-09-16,969,89,4,2,5,20,4,24,2024-09-13 03:41:00,2024-09-14 05:41:00,2024-09-16 08:41:00,12.656611,78.140668,Complainant reported misappropriation of entrusted property.
218,400230175202200001,202200001,2022-09-27,1911,175,3,3,3,11,3,45,2022-09-23 22:13:00,2022-09-25 05:13:00,2022-09-26 17:13:00,16.454416,75.910899,Complainant reported repeated harassment and abuse within the household.
219,800060040202400001,202400001,2024-10-28,441,40,4,1,1,5,6,11,2024-10-23 07:42:00,2024-10-24 18:42:00,2024-10-27 00:42:00,14.332269,75.22494,Complainant reported that the victim was forcibly taken away by the accused.
220,400080056202600001,202600001,2026-04-20,615,56,3,3,4,16,6,15,2026-04-16 14:49:00,2026-04-16 18:49:00,2026-04-18 04:49:00,18.150205,74.982077,Complainant reported an unauthorized gathering causing disturbance.
221,300260203202200001,202200001,2022-03-04,2247,203,2,1,3,11,4,52,2022-02-25 18:31:00,2022-02-27 11:31:00,2022-03-02 08:31:00,17.080996,74.76036,Complainant reported repeated harassment and abuse within the household.
222,800230177202200001,202200001,2022-12-21,1934,177,4,1,4,15,5,45,2022-12-18 10:09:00,2022-12-18 13:09:00,2022-12-19 15:09:00,17.2136,76.995607,Complainant reported a violent disturbance involving a group at the location.
223,800160118202600001,202600001,2026-03-04,1303,118,4,2,4,16,1,31,2026-03-02 14:24:00,2026-03-02 23:24:00,2026-03-04 22:24:00,14.885643,77.043926,Complainant reported an unauthorized gathering causing disturbance.
224,400080059202500001,202500001,2025-11-29,636,59,3,1,5,19,5,16,2025-11-27 00:14:00,2025-11-27 19:14:00,2025-11-28 11:14:00,17.137585,78.591221,Complainant reported the use of forged documents by the accused.
225,400250191202600001,202600001,2026-03-05,2113,191,3,1,4,17,2,50,2026-03-01 06:49:00,2026-03-02 05:49:00,2026-03-05 02:49:00,16.740836,77.824002,Complainant reported a disturbance affecting public order in the area.
226,800010005202600001,202600001,2026-03-21,47,5,4,2,4,17,1,2,2026-03-19 02:08:00,2026-03-19 18:08:00,2026-03-21 18:08:00,13.843725,78.434294,Complainant reported a disturbance affecting public order in the area.
227,800270216202300001,202300001,2023-04-05,2404,216,4,1,2,8,2,53,2023-04-01 08:37:00,2023-04-02 10:37:00,2023-04-04 19:37:00,17.80438,78.526348,Complainant reported being robbed of belongings by the accused.
228,800290229202200001,202200001,2022-01-31,2552,229,4,1,3,14,1,58,2022-01-27 15:36:00,2022-01-28 21:36:00,2022-01-30 23:36:00,17.591567,75.729258,Complainant reported being repeatedly followed and harassed by the accused.
229,300240184202600002,202600002,2026-05-06,2027,184,2,1,4,17,4,47,2026-05-02 01:39:00,2026-05-03 05:39:00,2026-05-05 13:39:00,14.585424,75.785634,Complainant reported a disturbance affecting public order in the area.
230,400020016202300001,202300001,2023-12-20,183,16,3,1,2,7,2,3,2023-12-17 07:03:00,2023-12-17 16:03:00,2023-12-18 19:03:00,15.607829,75.134034,Complainant reported that the premises were broken into and valuables removed.
231,400170129202600001,202600001,2026-06-13,1423,129,3,1,2,8,1,34,2026-06-11 16:50:00,2026-06-11 16:50:00,2026-06-13 00:50:00,14.062348,78.433885,Complainant reported being robbed of belongings by the accused.
232,300110081202300001,202300001,2023-10-08,896,81,2,3,5,19,6,22,2023-10-04 15:36:00,2023-10-06 00:36:00,2023-10-08 13:36:00,17.853862,76.437276,Complainant reported the use of forged documents by the accused.
233,400310241202300001,202300001,2023-12-07,2683,241,3,2,4,17,5,62,2023-12-04 22:04:00,2023-12-05 01:04:00,2023-12-06 11:04:00,14.422356,78.035008,Complainant reported a disturbance affecting public order in the area.
234,300280220202500001,202500001,2025-02-13,2441,220,2,1,2,8,4,56,2025-02-08 08:47:00,2025-02-10 02:47:00,2025-02-12 22:47:00,15.00114,74.548754,Complainant reported being robbed of belongings by the accused.
235,800090065202300001,202300001,2023-11-04,710,65,4,2,5,19,5,17,2023-10-31 03:21:00,2023-11-01 13:21:00,2023-11-03 12:21:00,17.111768,74.447964,Complainant reported the use of forged documents by the accused.
236,300090063202600002,202600002,2026-05-03,680,63,2,2,5,21,3,18,2026-04-29 16:31:00,2026-04-30 02:31:00,2026-05-02 02:31:00,14.84056,75.619013,Complainant reported an online fraud resulting in financial loss.
237,400230174202300001,202300001,2023-08-03,1895,174,3,1,5,20,1,46,2023-07-31 19:14:00,2023-07-31 22:14:00,2023-08-01 08:14:00,18.110763,78.253287,Complainant reported misappropriation of entrusted property.
238,300090064202300002,202300002,2023-12-03,692,64,2,3,5,19,6,17,2023-11-28 10:39:00,2023-11-29 12:39:00,2023-12-01 17:39:00,14.872837,76.244998,Complainant reported the use of forged documents by the accused.
239,100230177202300001,202300001,2023-03-09,1942,177,1,1,2,10,6,46,2023-03-05 12:39:00,2023-03-06 19:39:00,2023-03-07 13:39:00,16.39624,74.375243,Complainant reported intentional damage to property by the accused.
240,100270210202400002,202400002,2024-05-10,2326,210,1,1,4,16,3,53,2024-05-07 20:57:00,2024-05-09 15:57:00,2024-05-10 17:57:00,12.829362,75.135012,Complainant reported an unauthorized gathering causing disturbance.
241,400270213202600001,202600001,2026-02-11,2359,213,3,1,1,3,5,54,2026-02-10 11:52:00,2026-02-11 10:52:00,2026-02-11 21:52:00,13.781045,76.398113,Complainant reported a physical assault resulting in serious injury.
242,100050032202500001,202500001,2025-03-16,347,32,1,1,3,14,6,9,2025-03-10 02:42:00,2025-03-11 20:42:00,2025-03-14 16:42:00,14.07985,78.368183,Complainant reported being repeatedly followed and harassed by the accused.
243,100230178202400001,202400001,2024-08-05,1948,178,1,1,1,4,1,45,2024-08-01 23:06:00,2024-08-02 02:06:00,2024-08-03 05:06:00,12.611836,77.839761,Complainant reported being physically assaulted by the accused.
244,800180132202500001,202500001,2025-04-20,1456,132,4,3,1,5,2,36,2025-04-18 11:26:00,2025-04-19 05:26:00,2025-04-19 07:26:00,15.107202,77.372183,Complainant reported that the victim was forcibly taken away by the accused.
245,800250192202200001,202200001,2022-01-21,2123,192,4,3,2,7,2,49,2022-01-17 04:22:00,2022-01-18 13:22:00,2022-01-20 09:22:00,13.85268,77.659532,Complainant reported that the premises were broken into and valuables removed.
246,800020018202300001,202300001,2023-09-27,205,18,4,3,3,13,4,3,2023-09-24 16:30:00,2023-09-25 00:30:00,2023-09-26 15:30:00,12.262298,75.065498,Complainant reported an act of sexual assault by the accused.
247,800290228202300001,202300001,2023-07-09,2528,228,4,2,4,15,1,58,2023-07-04 02:42:00,2023-07-05 01:42:00,2023-07-07 19:42:00,16.608736,77.817296,Complainant reported a violent disturbance involving a group at the location.
248,800180135202500001,202500001,2025-07-24,1495,135,4,2,1,3,2,35,2025-07-20 19:20:00,2025-07-22 06:20:00,2025-07-23 18:20:00,13.659931,74.166659,Complainant reported a physical assault resulting in serious injury.
249,800250194202500001,202500001,2025-02-20,2154,194,4,1,1,3,3,49,2025-02-17 16:36:00,2025-02-19 15:36:00,2025-02-20 06:36:00,17.139162,77.719068,Complainant reported a physical assault resulting in serious injury.
250,100140100202400001,202400001,2024-12-07,1096,100,1,2,3,13,1,28,2024-12-04 16:29:00,2024-12-06 01:29:00,2024-12-07 04:29:00,11.74811,74.570549,Complainant reported an act of sexual assault by the accused.
251,300170130202300001,202300001,2023-07-23,1428,130,2,1,5,20,6,33,2023-07-21 23:39:00,2023-07-22 17:39:00,2023-07-23 04:39:00,17.147578,75.920342,Complainant reported misappropriation of entrusted property.
252,100130097202500001,202500001,2025-01-21,1067,97,1,2,2,6,2,26,2025-01-20 12:59:00,2025-01-21 06:59:00,2025-01-21 08:59:00,13.510112,75.407669,Complainant reported the theft of personal property from the premises.
253,100020016202600001,202600001,2026-04-19,183,16,1,2,1,3,1,3,2026-04-19 01:02:00,2026-04-19 18:02:00,2026-04-19 21:02:00,17.869013,75.306223,Complainant reported a physical assault resulting in serious injury.
254,800250191202300001,202300001,2023-07-24,2108,191,4,2,5,21,3,49,2023-07-17 22:07:00,2023-07-19 21:07:00,2023-07-22 10:07:00,17.254008,75.159111,Complainant reported an online fraud resulting in financial loss.
255,800090065202200001,202200001,2022-08-14,703,65,4,2,5,20,4,17,2022-08-09 00:23:00,2022-08-09 23:23:00,2022-08-12 22:23:00,12.288623,78.027211,Complainant reported misappropriation of entrusted property.
256,400010005202200001,202200001,2022-10-08,56,5,3,2,1,5,6,1,2022-10-04 12:25:00,2022-10-06 11:25:00,2022-10-07 06:25:00,13.790649,76.819515,Complainant reported that the victim was forcibly taken away by the accused.
257,300200146202600001,202600001,2026-05-17,1584,146,2,1,1,1,6,39,2026-05-12 04:41:00,2026-05-14 04:41:00,2026-05-15 04:41:00,17.405122,77.097042,Complainant reported the death of the victim under suspicious circumstances at the scene.
